Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
case-50	query hasa	1	50	162	14275	2.73	223518720.0	223518720.0
case-50	query hasa	2	50	162	14275	2.62	223383552.0	223383552.0
case-50	query hasa	3	50	162	14275	2.55	223633408.0	223633408.0
case-50	query hasa	4	50	162	14275	2.65	223420416.0	223420416.0
case-50	query hasa	5	50	162	14275	2.7	223518720.0	223518720.0
case-50	query hasa	6	50	162	14275	2.82	223412224.0	223412224.0
case-50	query hasa	7	50	162	14275	2.7800000000000002	223608832.0	223608832.0
case-50	query hasa	8	50	162	14275	2.58	223236096.0	223236096.0
case-50	query hasa	9	50	162	14275	2.73	223731712.0	223731712.0
case-50	query hasa	10	50	162	14275	2.66	223481856.0	223481856.0
case-50	query isa	1	50	162	14275	2.54	221573120.0	221573120.0
case-50	query isa	2	50	162	14275	2.74	221196288.0	221196288.0
case-50	query isa	3	50	162	14275	2.67	221376512.0	221376512.0
case-50	query isa	4	50	162	14275	2.69	221229056.0	221229056.0
case-50	query isa	5	50	162	14275	2.7199999999999998	221282304.0	221282304.0
case-50	query isa	6	50	162	14275	2.66	221466624.0	221466624.0
case-50	query isa	7	50	162	14275	2.67	221163520.0	221163520.0
case-50	query isa	8	50	162	14275	2.73	221143040.0	221143040.0
case-50	query isa	9	50	162	14275	2.76	221380608.0	221380608.0
case-50	query isa	10	50	162	14275	2.5	221233152.0	221233152.0
case-50	query --summary	1	50	162	14275	2.84	223354880.0	223354880.0
case-50	query --summary	2	50	162	14275	2.74	223248384.0	223248384.0
case-50	query --summary	3	50	162	14275	2.73	223170560.0	223170560.0
case-50	query --summary	4	50	162	14275	2.81	223248384.0	223248384.0
case-50	query --summary	5	50	162	14275	2.63	223358976.0	223358976.0
case-50	query --summary	6	50	162	14275	2.88	223174656.0	223174656.0
case-50	query --summary	7	50	162	14275	2.56	223592448.0	223592448.0
case-50	query --summary	8	50	162	14275	2.75	223436800.0	223436800.0
case-50	query --summary	9	50	162	14275	2.7800000000000002	223207424.0	223207424.0
case-50	query --summary	10	50	162	14275	2.74	223399936.0	223399936.0
case-50	query --features-summary	1	50	162	14275	2.57	224407552.0	224407552.0
case-50	query --features-summary	2	50	162	14275	2.73	224784384.0	224784384.0
case-50	query --features-summary	3	50	162	14275	2.57	225210368.0	225210368.0
case-50	query --features-summary	4	50	162	14275	2.73	225239040.0	225239040.0
case-50	query --features-summary	5	50	162	14275	2.79	224567296.0	224567296.0
case-50	query --features-summary	6	50	162	14275	2.56	225112064.0	225112064.0
case-50	query --features-summary	7	50	162	14275	2.58	224595968.0	224595968.0
case-50	query --features-summary	8	50	162	14275	2.91	225357824.0	225357824.0
case-50	query --features-summary	9	50	162	14275	2.75	224804864.0	224804864.0
case-50	query --features-summary	10	50	162	14275	2.74	224989184.0	224989184.0
case-50	list samples	1	50	162	14275	2.76	220438528.0	220438528.0
case-50	list samples	2	50	162	14275	2.77	220332032.0	220332032.0
case-50	list samples	3	50	162	14275	2.77	220553216.0	220553216.0
case-50	list samples	4	50	162	14275	2.65	220233728.0	220233728.0
case-50	list samples	5	50	162	14275	2.59	220762112.0	220762112.0
case-50	list samples	6	50	162	14275	2.74	220327936.0	220327936.0
case-50	list samples	7	50	162	14275	2.71	220524544.0	220524544.0
case-50	list samples	8	50	162	14275	2.69	220598272.0	220598272.0
case-50	list samples	9	50	162	14275	2.69	220659712.0	220659712.0
case-50	list samples	10	50	162	14275	2.92	220667904.0	220667904.0
case-50	query isin	1	50	162	14275	2.57	221544448.0	221544448.0
case-50	query isin	2	50	162	14275	2.59	221863936.0	221863936.0
case-50	query isin	3	50	162	14275	2.79	221409280.0	221409280.0
case-50	query isin	4	50	162	14275	2.82	221409280.0	221409280.0
case-50	query isin	5	50	162	14275	2.79	222154752.0	222154752.0
case-50	query isin	6	50	162	14275	2.8	221708288.0	221708288.0
case-50	query isin	7	50	162	14275	2.68	221753344.0	221753344.0
case-50	query isin	8	50	162	14275	2.52	221605888.0	221605888.0
case-50	query isin	9	50	162	14275	2.68	221929472.0	221929472.0
case-50	query isin	10	50	162	14275	2.7199999999999998	221659136.0	221659136.0
