Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
case-50	db.samples_query	50	162	14275	200	1	0.0016299473866820335
case-50	db.samples_query	50	162	14275	200	2	0.0016209012642502785
case-50	db.samples_query	50	162	14275	200	3	0.0016193391568958759
case-50	db.samples_query	50	162	14275	200	4	0.0016062809992581607
case-50	db.samples_query	50	162	14275	200	5	0.0016106863040477037
case-50	db.samples_query	50	162	14275	200	6	0.0016037271358072757
case-50	db.samples_query	50	162	14275	200	7	0.0016032407246530057
case-50	db.samples_query	50	162	14275	200	8	0.0016091294027864933
case-50	db.samples_query	50	162	14275	200	9	0.0016051942948251963
case-50	db.samples_query	50	162	14275	200	10	0.00162911050952971
case-50	q.join	50	162	14275	1	1	0.24751580134034157
case-50	q.join	50	162	14275	1	2	0.24627720564603806
case-50	q.join	50	162	14275	1	3	0.24619697965681553
case-50	q.join	50	162	14275	1	4	0.2460620366036892
case-50	q.join	50	162	14275	1	5	0.25022959150373936
case-50	q.join	50	162	14275	1	6	0.2469665203243494
case-50	q.join	50	162	14275	1	7	0.2465143632143736
case-50	q.join	50	162	14275	1	8	0.24612189084291458
case-50	q.join	50	162	14275	1	9	0.2504166793078184
case-50	q.join	50	162	14275	1	10	0.2467404566705227
case-50	q.features_summary	50	162	14275	10	1	0.021246174909174444
case-50	q.features_summary	50	162	14275	10	2	0.02116225939244032
case-50	q.features_summary	50	162	14275	10	3	0.02102284152060747
case-50	q.features_summary	50	162	14275	10	4	0.02092496957629919
case-50	q.features_summary	50	162	14275	10	5	0.02092551365494728
case-50	q.features_summary	50	162	14275	10	6	0.021013773605227472
case-50	q.features_summary	50	162	14275	10	7	0.020948884822428227
case-50	q.features_summary	50	162	14275	10	8	0.020952348411083222
case-50	q.features_summary	50	162	14275	10	9	0.02096776235848665
case-50	q.features_summary	50	162	14275	10	10	0.02092745676636696
case-50	q.features_comparison	50	162	14275	10	1	0.03215043991804123
case-50	q.features_comparison	50	162	14275	10	2	0.032075430080294606
case-50	q.features_comparison	50	162	14275	10	3	0.0319857956841588
case-50	q.features_comparison	50	162	14275	10	4	0.03196205571293831
case-50	q.features_comparison	50	162	14275	10	5	0.032178669795393945
case-50	q.features_comparison	50	162	14275	10	6	0.03202723804861307
case-50	q.features_comparison	50	162	14275	10	7	0.031945268623530865
case-50	q.features_comparison	50	162	14275	10	8	0.032063412852585314
case-50	q.features_comparison	50	162	14275	10	9	0.03197775389999151
case-50	q.features_comparison	50	162	14275	10	10	0.0320278475061059
case-50	q.hasa	50	162	14275	20	1	0.011982479505240918
case-50	q.hasa	50	162	14275	20	2	0.011975779570639134
case-50	q.hasa	50	162	14275	20	3	0.011981796380132437
case-50	q.hasa	50	162	14275	20	4	0.011989342607557773
case-50	q.hasa	50	162	14275	20	5	0.011989953834563494
case-50	q.hasa	50	162	14275	20	6	0.011971060000360013
case-50	q.hasa	50	162	14275	20	7	0.011979114171117545
case-50	q.hasa	50	162	14275	20	8	0.012019902095198631
case-50	q.hasa	50	162	14275	20	9	0.012031737901270389
case-50	q.hasa	50	162	14275	20	10	0.011980405356734992
case-50	q.isa	50	162	14275	1000	1	0.0003589477837085724
case-50	q.isa	50	162	14275	1000	2	0.00035924723744392394
case-50	q.isa	50	162	14275	1000	3	0.00035993137583136556
case-50	q.isa	50	162	14275	1000	4	0.0003654406126588583
case-50	q.isa	50	162	14275	1000	5	0.0003589312769472599
case-50	q.isa	50	162	14275	1000	6	0.000359230088070035
case-50	q.isa	50	162	14275	1000	7	0.0003586705680936575
case-50	q.isa	50	162	14275	1000	8	0.0003608312122523785
case-50	q.isa	50	162	14275	1000	9	0.0003597845770418644
case-50	q.isa	50	162	14275	1000	10	0.000358834370970726
case-50	q AND r	50	162	14275	10000	1	2.058836054056883e-05
case-50	q AND r	50	162	14275	10000	2	2.0566094294190406e-05
case-50	q AND r	50	162	14275	10000	3	2.0620998181402683e-05
case-50	q AND r	50	162	14275	10000	4	2.0547209307551385e-05
case-50	q AND r	50	162	14275	10000	5	2.0588485710322856e-05
case-50	q AND r	50	162	14275	10000	6	2.0532057993113996e-05
case-50	q AND r	50	162	14275	10000	7	2.0557308197021485e-05
case-50	q AND r	50	162	14275	10000	8	2.0698356814682483e-05
case-50	q AND r	50	162	14275	10000	9	2.0512546226382257e-05
case-50	q AND r	50	162	14275	10000	10	2.0524186827242376e-05
case-50	q.toframe	50	162	14275	100	1	0.0038221332058310507
case-50	q.toframe	50	162	14275	100	2	0.003877100143581629
case-50	q.toframe	50	162	14275	100	3	0.003807410765439272
case-50	q.toframe	50	162	14275	100	4	0.003804789688438177
case-50	q.toframe	50	162	14275	100	5	0.003828219901770353
case-50	q.toframe	50	162	14275	100	6	0.0038030625879764556
case-50	q.toframe	50	162	14275	100	7	0.0037964978255331516
case-50	q.toframe	50	162	14275	100	8	0.0037928840517997744
case-50	q.toframe	50	162	14275	100	9	0.003796154148876667
case-50	q.toframe	50	162	14275	100	10	0.0037938983552157877
case-50	q.summary	50	162	14275	1000	1	0.0003538197856396437
case-50	q.summary	50	162	14275	1000	2	0.00035581780970096586
case-50	q.summary	50	162	14275	1000	3	0.00035770454443991186
case-50	q.summary	50	162	14275	1000	4	0.0003548998925834894
case-50	q.summary	50	162	14275	1000	5	0.00035375037603080275
case-50	q.summary	50	162	14275	1000	6	0.0003535166643559933
case-50	q.summary	50	162	14275	1000	7	0.0003535001948475838
case-50	q.summary	50	162	14275	1000	8	0.00035390331223607063
case-50	q.summary	50	162	14275	1000	9	0.0003538471627980471
case-50	q.summary	50	162	14275	1000	10	0.00035648465529084205
case-50	q.isin (distance)	50	162	14275	200	1	0.001977191045880318
case-50	q.isin (distance)	50	162	14275	200	2	0.0019701827596873044
case-50	q.isin (distance)	50	162	14275	200	3	0.0019688863586634396
case-50	q.isin (distance)	50	162	14275	200	4	0.0019688441045582292
case-50	q.isin (distance)	50	162	14275	200	5	0.0019670737627893687
case-50	q.isin (distance)	50	162	14275	200	6	0.0019771017972379924
case-50	q.isin (distance)	50	162	14275	200	7	0.001968990033492446
case-50	q.isin (distance)	50	162	14275	200	8	0.00197077008895576
case-50	q.isin (distance)	50	162	14275	200	9	0.001969186989590526
case-50	q.isin (distance)	50	162	14275	200	10	0.0019469485804438592
case-50	q.isin (mrca)	50	162	14275	500	1	0.0007612310536205769
case-50	q.isin (mrca)	50	162	14275	500	2	0.0007645233012735843
case-50	q.isin (mrca)	50	162	14275	500	3	0.0007610261105000973
case-50	q.isin (mrca)	50	162	14275	500	4	0.0007603669390082359
case-50	q.isin (mrca)	50	162	14275	500	5	0.0007630317024886608
case-50	q.isin (mrca)	50	162	14275	500	6	0.0007611592710018158
case-50	q.isin (mrca)	50	162	14275	500	7	0.0007618120387196541
case-50	q.isin (mrca)	50	162	14275	500	8	0.0007617628648877144
case-50	q.isin (mrca)	50	162	14275	500	9	0.0007607599273324013
case-50	q.isin (mrca)	50	162	14275	500	10	0.0007639972716569901
