Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
case-50	db.samples_query	50	162	14275	200	1	0.0016357949934899807
case-50	db.samples_query	50	162	14275	200	2	0.0016829749010503292
case-50	db.samples_query	50	162	14275	200	3	0.0017270375601947307
case-50	db.samples_query	50	162	14275	200	4	0.0017146169114857911
case-50	db.samples_query	50	162	14275	200	5	0.0016634871810674667
case-50	db.samples_query	50	162	14275	200	6	0.0016426690947264433
case-50	db.samples_query	50	162	14275	200	7	0.0016321369539946317
case-50	db.samples_query	50	162	14275	200	8	0.0016318572964519262
case-50	db.samples_query	50	162	14275	200	9	0.0016351097356528043
case-50	db.samples_query	50	162	14275	200	10	0.0016772774420678615
case-50	q.join	50	162	14275	1	1	0.2631581127643585
case-50	q.join	50	162	14275	1	2	0.26244269497692585
case-50	q.join	50	162	14275	1	3	0.26317053847014904
case-50	q.join	50	162	14275	1	4	0.26356345415115356
case-50	q.join	50	162	14275	1	5	0.26329115591943264
case-50	q.join	50	162	14275	1	6	0.26474326476454735
case-50	q.join	50	162	14275	1	7	0.2637485656887293
case-50	q.join	50	162	14275	1	8	0.26314976438879967
case-50	q.join	50	162	14275	1	9	0.26348119229078293
case-50	q.join	50	162	14275	1	10	0.2636611573398113
case-50	q.features_summary	50	162	14275	10	1	0.020914550125598907
case-50	q.features_summary	50	162	14275	10	2	0.020912119746208192
case-50	q.features_summary	50	162	14275	10	3	0.020921636186540127
case-50	q.features_summary	50	162	14275	10	4	0.020927461609244347
case-50	q.features_summary	50	162	14275	10	5	0.020885195955634116
case-50	q.features_summary	50	162	14275	10	6	0.020924742333590984
case-50	q.features_summary	50	162	14275	10	7	0.020842526853084565
case-50	q.features_summary	50	162	14275	10	8	0.020977295562624933
case-50	q.features_summary	50	162	14275	10	9	0.020888732001185416
case-50	q.features_summary	50	162	14275	10	10	0.020906040258705617
case-50	q.features_comparison	50	162	14275	10	1	0.032057737559080125
case-50	q.features_comparison	50	162	14275	10	2	0.032022982090711596
case-50	q.features_comparison	50	162	14275	10	3	0.03207812719047069
case-50	q.features_comparison	50	162	14275	10	4	0.03203063849359751
case-50	q.features_comparison	50	162	14275	10	5	0.03213666155934334
case-50	q.features_comparison	50	162	14275	10	6	0.03199031036347151
case-50	q.features_comparison	50	162	14275	10	7	0.03207380883395672
case-50	q.features_comparison	50	162	14275	10	8	0.03204050622880459
case-50	q.features_comparison	50	162	14275	10	9	0.032014819979667666
case-50	q.features_comparison	50	162	14275	10	10	0.03205124866217375
case-50	q.hasa	50	162	14275	20	1	0.012277224566787481
case-50	q.hasa	50	162	14275	20	2	0.01201283112168312
case-50	q.hasa	50	162	14275	20	3	0.012022515758872032
case-50	q.hasa	50	162	14275	20	4	0.011999844014644623
case-50	q.hasa	50	162	14275	20	5	0.012028838600963354
case-50	q.hasa	50	162	14275	20	6	0.012007521279156209
