Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
alpha-1.0-cov-30 (assemblies)	db.samples_query	59	3156	3156	200	1	0.0017127485573291779
alpha-1.0-cov-30 (assemblies)	db.samples_query	59	3156	3156	200	2	0.00168755610473454
alpha-1.0-cov-30 (assemblies)	db.samples_query	59	3156	3156	200	3	0.0016863061906769873
alpha-1.0-cov-30 (assemblies)	db.samples_query	59	3156	3156	200	4	0.0016876827739179135
alpha-1.0-cov-30 (assemblies)	db.samples_query	59	3156	3156	200	5	0.0016906058927997946
alpha-1.0-cov-30 (assemblies)	db.samples_query	59	3156	3156	200	6	0.0016989976121112704
alpha-1.0-cov-30 (assemblies)	db.samples_query	59	3156	3156	200	7	0.0016968750627711416
alpha-1.0-cov-30 (assemblies)	db.samples_query	59	3156	3156	200	8	0.0016942913131788374
alpha-1.0-cov-30 (assemblies)	db.samples_query	59	3156	3156	200	9	0.002102894624695182
alpha-1.0-cov-30 (assemblies)	db.samples_query	59	3156	3156	200	10	0.001733920662663877
alpha-1.0-cov-30 (assemblies)	q.join	59	3156	3156	100	1	0.0022919749934226276
alpha-1.0-cov-30 (assemblies)	q.join	59	3156	3156	100	2	0.002267131293192506
alpha-1.0-cov-30 (assemblies)	q.join	59	3156	3156	100	3	0.0022555138077586887
alpha-1.0-cov-30 (assemblies)	q.join	59	3156	3156	100	4	0.0022375978529453277
alpha-1.0-cov-30 (assemblies)	q.join	59	3156	3156	100	5	0.0022369111981242894
alpha-1.0-cov-30 (assemblies)	q.join	59	3156	3156	100	6	0.0022400711104273796
alpha-1.0-cov-30 (assemblies)	q.join	59	3156	3156	100	7	0.0022628333047032354
alpha-1.0-cov-30 (assemblies)	q.join	59	3156	3156	100	8	0.002256314158439636
alpha-1.0-cov-30 (assemblies)	q.join	59	3156	3156	100	9	0.0022554198559373616
alpha-1.0-cov-30 (assemblies)	q.join	59	3156	3156	100	10	0.0022643084265291692
alpha-1.0-cov-30 (assemblies)	q.features_summary	59	3156	3156	1	1	0.21471246611326933
