Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
alpha-1.0-cov-30 (reads)	query hasa	1	59	3388	5753	2.73	221331456.0	221331456.0
alpha-1.0-cov-30 (reads)	query hasa	2	59	3388	5753	2.74	221044736.0	221044736.0
alpha-1.0-cov-30 (reads)	query hasa	3	59	3388	5753	2.73	221224960.0	221224960.0
alpha-1.0-cov-30 (reads)	query hasa	4	59	3388	5753	2.73	220794880.0	220794880.0
alpha-1.0-cov-30 (reads)	query hasa	5	59	3388	5753	2.85	220631040.0	220631040.0
alpha-1.0-cov-30 (reads)	query hasa	6	59	3388	5753	2.87	220594176.0	220594176.0
alpha-1.0-cov-30 (reads)	query hasa	7	59	3388	5753	2.75	221351936.0	221351936.0
alpha-1.0-cov-30 (reads)	query hasa	8	59	3388	5753	2.79	221089792.0	221089792.0
alpha-1.0-cov-30 (reads)	query hasa	9	59	3388	5753	2.65	221102080.0	221102080.0
alpha-1.0-cov-30 (reads)	query hasa	10	59	3388	5753	2.79	220614656.0	220614656.0
alpha-1.0-cov-30 (reads)	query isa	1	59	3388	5753	2.7800000000000002	220344320.0	220344320.0
alpha-1.0-cov-30 (reads)	query isa	2	59	3388	5753	2.79	219901952.0	219901952.0
alpha-1.0-cov-30 (reads)	query isa	3	59	3388	5753	2.74	220053504.0	220053504.0
alpha-1.0-cov-30 (reads)	query isa	4	59	3388	5753	2.7800000000000002	219967488.0	219967488.0
alpha-1.0-cov-30 (reads)	query isa	5	59	3388	5753	2.94	220024832.0	220024832.0
alpha-1.0-cov-30 (reads)	query isa	6	59	3388	5753	2.82	219897856.0	219897856.0
alpha-1.0-cov-30 (reads)	query isa	7	59	3388	5753	2.7800000000000002	220303360.0	220303360.0
alpha-1.0-cov-30 (reads)	query isa	8	59	3388	5753	2.77	220127232.0	220127232.0
alpha-1.0-cov-30 (reads)	query isa	9	59	3388	5753	2.84	220016640.0	220016640.0
alpha-1.0-cov-30 (reads)	query isa	10	59	3388	5753	2.69	220520448.0	220520448.0
alpha-1.0-cov-30 (reads)	query --summary	1	59	3388	5753	2.61	220389376.0	220389376.0
alpha-1.0-cov-30 (reads)	query --summary	2	59	3388	5753	2.96	220053504.0	220053504.0
alpha-1.0-cov-30 (reads)	query --summary	3	59	3388	5753	2.7800000000000002	220221440.0	220221440.0
alpha-1.0-cov-30 (reads)	query --summary	4	59	3388	5753	2.81	219901952.0	219901952.0
alpha-1.0-cov-30 (reads)	query --summary	5	59	3388	5753	2.76	219934720.0	219934720.0
alpha-1.0-cov-30 (reads)	query --summary	6	59	3388	5753	2.73	219901952.0	219901952.0
alpha-1.0-cov-30 (reads)	query --summary	7	59	3388	5753	2.73	219783168.0	219783168.0
alpha-1.0-cov-30 (reads)	query --summary	8	59	3388	5753	2.84	220094464.0	220094464.0
alpha-1.0-cov-30 (reads)	query --summary	9	59	3388	5753	2.85	220516352.0	220516352.0
alpha-1.0-cov-30 (reads)	query --summary	10	59	3388	5753	2.73	219561984.0	219561984.0
alpha-1.0-cov-30 (reads)	query --features-summary	1	59	3388	5753	3.25	234438656.0	234438656.0
alpha-1.0-cov-30 (reads)	query --features-summary	2	59	3388	5753	3.2	234512384.0	234512384.0
alpha-1.0-cov-30 (reads)	query --features-summary	3	59	3388	5753	3.1	235098112.0	235098112.0
alpha-1.0-cov-30 (reads)	query --features-summary	4	59	3388	5753	3.15	235032576.0	235032576.0
alpha-1.0-cov-30 (reads)	query --features-summary	5	59	3388	5753	3.13	234967040.0	234967040.0
alpha-1.0-cov-30 (reads)	query --features-summary	6	59	3388	5753	3.09	234627072.0	234627072.0
alpha-1.0-cov-30 (reads)	query --features-summary	7	59	3388	5753	3.08	234819584.0	234819584.0
alpha-1.0-cov-30 (reads)	query --features-summary	8	59	3388	5753	3.29	235425792.0	235425792.0
alpha-1.0-cov-30 (reads)	query --features-summary	9	59	3388	5753	3.2800000000000002	234577920.0	234577920.0
alpha-1.0-cov-30 (reads)	query --features-summary	10	59	3388	5753	3.24	234610688.0	234610688.0
alpha-1.0-cov-30 (reads)	query isin	1	59	3388	5753	2.79	220090368.0	220090368.0
alpha-1.0-cov-30 (reads)	query isin	2	59	3388	5753	2.83	220372992.0	220372992.0
alpha-1.0-cov-30 (reads)	query isin	3	59	3388	5753	2.88	220491776.0	220491776.0
alpha-1.0-cov-30 (reads)	query isin	4	59	3388	5753	2.75	220430336.0	220430336.0
alpha-1.0-cov-30 (reads)	query isin	5	59	3388	5753	2.76	220299264.0	220299264.0
alpha-1.0-cov-30 (reads)	query isin	6	59	3388	5753	2.58	220172288.0	220172288.0
alpha-1.0-cov-30 (reads)	query isin	7	59	3388	5753	2.94	220528640.0	220528640.0
alpha-1.0-cov-30 (reads)	query isin	8	59	3388	5753	2.75	220151808.0	220151808.0
alpha-1.0-cov-30 (reads)	query isin	9	59	3388	5753	2.88	220364800.0	220364800.0
alpha-1.0-cov-30 (reads)	query isin	10	59	3388	5753	2.75	220401664.0	220401664.0
alpha-1.0-cov-30 (reads)	list samples	1	59	3388	5753	2.83	219807744.0	219807744.0
alpha-1.0-cov-30 (reads)	list samples	2	59	3388	5753	2.75	219746304.0	219746304.0
alpha-1.0-cov-30 (reads)	list samples	3	59	3388	5753	2.7800000000000002	219721728.0	219721728.0
alpha-1.0-cov-30 (reads)	list samples	4	59	3388	5753	2.8	219197440.0	219197440.0
alpha-1.0-cov-30 (reads)	list samples	5	59	3388	5753	2.7800000000000002	219275264.0	219275264.0
alpha-1.0-cov-30 (reads)	list samples	6	59	3388	5753	2.92	219455488.0	219455488.0
alpha-1.0-cov-30 (reads)	list samples	7	59	3388	5753	2.87	219357184.0	219357184.0
alpha-1.0-cov-30 (reads)	list samples	8	59	3388	5753	2.7	219815936.0	219815936.0
alpha-1.0-cov-30 (reads)	list samples	9	59	3388	5753	2.96	219238400.0	219238400.0
alpha-1.0-cov-30 (reads)	list samples	10	59	3388	5753	2.77	219275264.0	219275264.0
