Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
alpha-1.0-cov-30 (reads)	db.samples_query	59	3388	5753	200	1	0.0017422558460384607
alpha-1.0-cov-30 (reads)	db.samples_query	59	3388	5753	200	2	0.0017363598197698592
alpha-1.0-cov-30 (reads)	db.samples_query	59	3388	5753	200	3	0.0017299610376358032
alpha-1.0-cov-30 (reads)	db.samples_query	59	3388	5753	200	4	0.0017147539649158717
alpha-1.0-cov-30 (reads)	db.samples_query	59	3388	5753	200	5	0.001716179414652288
alpha-1.0-cov-30 (reads)	db.samples_query	59	3388	5753	200	6	0.0017017637332901359
alpha-1.0-cov-30 (reads)	db.samples_query	59	3388	5753	200	7	0.0017035188153386115
alpha-1.0-cov-30 (reads)	db.samples_query	59	3388	5753	200	8	0.0017067745374515653
alpha-1.0-cov-30 (reads)	db.samples_query	59	3388	5753	200	9	0.0017161527881398796
alpha-1.0-cov-30 (reads)	db.samples_query	59	3388	5753	200	10	0.0017083035316318273
alpha-1.0-cov-30 (reads)	q.join	59	3388	5753	100	1	0.002267308570444584
alpha-1.0-cov-30 (reads)	q.join	59	3388	5753	100	2	0.0022592798341065645
alpha-1.0-cov-30 (reads)	q.join	59	3388	5753	100	3	0.0022556464560329914
alpha-1.0-cov-30 (reads)	q.join	59	3388	5753	100	4	0.0022646167408674955
alpha-1.0-cov-30 (reads)	q.join	59	3388	5753	100	5	0.0022512027900665997
alpha-1.0-cov-30 (reads)	q.join	59	3388	5753	100	6	0.0022549427673220633
alpha-1.0-cov-30 (reads)	q.join	59	3388	5753	100	7	0.00225565018132329
alpha-1.0-cov-30 (reads)	q.join	59	3388	5753	100	8	0.002252081409096718
alpha-1.0-cov-30 (reads)	q.join	59	3388	5753	100	9	0.0022351717203855513
alpha-1.0-cov-30 (reads)	q.join	59	3388	5753	100	10	0.0022336964681744574
alpha-1.0-cov-30 (reads)	q.features_summary	59	3388	5753	1	1	0.23601186834275723
alpha-1.0-cov-30 (reads)	q.features_summary	59	3388	5753	1	2	0.23407910950481892
alpha-1.0-cov-30 (reads)	q.features_summary	59	3388	5753	1	3	0.2338387193158269
alpha-1.0-cov-30 (reads)	q.features_summary	59	3388	5753	1	4	0.2347120949998498
alpha-1.0-cov-30 (reads)	q.features_summary	59	3388	5753	1	5	0.23474023677408695
alpha-1.0-cov-30 (reads)	q.features_summary	59	3388	5753	1	6	0.23528455197811127
alpha-1.0-cov-30 (reads)	q.features_summary	59	3388	5753	1	7	0.23348295222967863
alpha-1.0-cov-30 (reads)	q.features_summary	59	3388	5753	1	8	0.2337990738451481
alpha-1.0-cov-30 (reads)	q.features_summary	59	3388	5753	1	9	0.23495376016944647
alpha-1.0-cov-30 (reads)	q.features_summary	59	3388	5753	1	10	0.23336717020720243
alpha-1.0-cov-30 (reads)	q.features_comparison	59	3388	5753	1	1	0.2635555574670434
alpha-1.0-cov-30 (reads)	q.features_comparison	59	3388	5753	1	2	0.26346904411911964
alpha-1.0-cov-30 (reads)	q.features_comparison	59	3388	5753	1	3	0.26063300389796495
alpha-1.0-cov-30 (reads)	q.features_comparison	59	3388	5753	1	4	0.2618318572640419
alpha-1.0-cov-30 (reads)	q.features_comparison	59	3388	5753	1	5	0.2617996223270893
alpha-1.0-cov-30 (reads)	q.features_comparison	59	3388	5753	1	6	0.2642506221309304
alpha-1.0-cov-30 (reads)	q.features_comparison	59	3388	5753	1	7	0.2623614249750972
alpha-1.0-cov-30 (reads)	q.features_comparison	59	3388	5753	1	8	0.2617153534665704
alpha-1.0-cov-30 (reads)	q.features_comparison	59	3388	5753	1	9	0.2630288265645504
alpha-1.0-cov-30 (reads)	q.features_comparison	59	3388	5753	1	10	0.26275442354381084
alpha-1.0-cov-30 (reads)	q.hasa	59	3388	5753	200	1	0.0015834396798163652
alpha-1.0-cov-30 (reads)	q.hasa	59	3388	5753	200	2	0.0015817851992323995
alpha-1.0-cov-30 (reads)	q.hasa	59	3388	5753	200	3	0.0015878311591222883
alpha-1.0-cov-30 (reads)	q.hasa	59	3388	5753	200	4	0.0015798289654776454
alpha-1.0-cov-30 (reads)	q.hasa	59	3388	5753	200	5	0.0015790529781952501
alpha-1.0-cov-30 (reads)	q.hasa	59	3388	5753	200	6	0.0015794019494205713
alpha-1.0-cov-30 (reads)	q.hasa	59	3388	5753	200	7	0.0015813495451584459
alpha-1.0-cov-30 (reads)	q.hasa	59	3388	5753	200	8	0.0015819598827511072
alpha-1.0-cov-30 (reads)	q.hasa	59	3388	5753	200	9	0.0015791690349578858
alpha-1.0-cov-30 (reads)	q.hasa	59	3388	5753	200	10	0.0015798475733026862
alpha-1.0-cov-30 (reads)	q.isa	59	3388	5753	1000	1	0.00039882415626198056
alpha-1.0-cov-30 (reads)	q.isa	59	3388	5753	1000	2	0.0003989436561241746
alpha-1.0-cov-30 (reads)	q.isa	59	3388	5753	1000	3	0.00039871633891016244
alpha-1.0-cov-30 (reads)	q.isa	59	3388	5753	1000	4	0.00039908310305327175
alpha-1.0-cov-30 (reads)	q.isa	59	3388	5753	1000	5	0.0003990294169634581
alpha-1.0-cov-30 (reads)	q.isa	59	3388	5753	1000	6	0.00040006133541464805
alpha-1.0-cov-30 (reads)	q.isa	59	3388	5753	1000	7	0.00040229304786771534
alpha-1.0-cov-30 (reads)	q.isa	59	3388	5753	1000	8	0.0003987241955474019
alpha-1.0-cov-30 (reads)	q.isa	59	3388	5753	1000	9	0.00046697107888758185
alpha-1.0-cov-30 (reads)	q.isa	59	3388	5753	1000	10	0.0004027235461398959
alpha-1.0-cov-30 (reads)	q AND r	59	3388	5753	10000	1	2.043537087738514e-05
alpha-1.0-cov-30 (reads)	q AND r	59	3388	5753	10000	2	2.046022778376937e-05
alpha-1.0-cov-30 (reads)	q AND r	59	3388	5753	10000	3	2.0407805778086185e-05
alpha-1.0-cov-30 (reads)	q AND r	59	3388	5753	10000	4	2.049022316932678e-05
alpha-1.0-cov-30 (reads)	q AND r	59	3388	5753	10000	5	2.0317958667874335e-05
alpha-1.0-cov-30 (reads)	q AND r	59	3388	5753	10000	6	2.0385184418410063e-05
alpha-1.0-cov-30 (reads)	q AND r	59	3388	5753	10000	7	2.0344834495335816e-05
alpha-1.0-cov-30 (reads)	q AND r	59	3388	5753	10000	8	2.0293796714395283e-05
alpha-1.0-cov-30 (reads)	q AND r	59	3388	5753	10000	9	2.0413120463490487e-05
alpha-1.0-cov-30 (reads)	q AND r	59	3388	5753	10000	10	2.0469638891518117e-05
