Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
case-100	db.samples_query	100	374	16351	100	1	0.0025262280553579332
case-100	db.samples_query	100	374	16351	100	2	0.0024168164655566215
case-100	db.samples_query	100	374	16351	100	3	0.002430417612195015
case-100	db.samples_query	100	374	16351	100	4	0.0024034185707569123
case-100	db.samples_query	100	374	16351	100	5	0.0024009745754301546
case-100	db.samples_query	100	374	16351	100	6	0.0024030536226928236
case-100	db.samples_query	100	374	16351	100	7	0.002399732768535614
case-100	db.samples_query	100	374	16351	100	8	0.002399963121861219
case-100	db.samples_query	100	374	16351	100	9	0.002479727268218994
case-100	db.samples_query	100	374	16351	100	10	0.0024031296744942664
case-100	q.join	100	374	16351	1	1	0.2660135328769684
case-100	q.join	100	374	16351	1	2	0.2676911987364292
case-100	q.join	100	374	16351	1	3	0.2657545357942581
case-100	q.join	100	374	16351	1	4	0.2653823718428612
case-100	q.join	100	374	16351	1	5	0.26584357768297195
case-100	q.join	100	374	16351	1	6	0.2661397960036993
case-100	q.join	100	374	16351	1	7	0.265578331425786
case-100	q.join	100	374	16351	1	8	0.2658488508313894
case-100	q.join	100	374	16351	1	9	0.28528250195086
case-100	q.join	100	374	16351	1	10	0.26742334105074406
case-100	q.features_summary	100	374	16351	10	1	0.03818397503346205
case-100	q.features_summary	100	374	16351	10	2	0.03819484151899814
case-100	q.features_summary	100	374	16351	10	3	0.03840328827500343
case-100	q.features_summary	100	374	16351	10	4	0.03829912953078747
case-100	q.features_summary	100	374	16351	10	5	0.038207297399640086
case-100	q.features_summary	100	374	16351	10	6	0.03819774091243744
case-100	q.features_summary	100	374	16351	10	7	0.038140528835356236
case-100	q.features_summary	100	374	16351	10	8	0.03820736836642027
case-100	q.features_summary	100	374	16351	10	9	0.0381795234978199
case-100	q.features_summary	100	374	16351	10	10	0.03811953328549862
case-100	q.features_comparison	100	374	16351	5	1	0.07016893550753593
case-100	q.features_comparison	100	374	16351	5	2	0.07243661098182201
case-100	q.features_comparison	100	374	16351	5	3	0.07033387422561646
case-100	q.features_comparison	100	374	16351	5	4	0.07029379121959209
case-100	q.features_comparison	100	374	16351	5	5	0.07014654539525508
case-100	q.features_comparison	100	374	16351	5	6	0.07064490765333176
case-100	q.features_comparison	100	374	16351	5	7	0.07015870437026024
case-100	q.features_comparison	100	374	16351	5	8	0.07010772749781609
case-100	q.features_comparison	100	374	16351	5	9	0.07035270892083645
case-100	q.features_comparison	100	374	16351	5	10	0.07024715282022953
case-100	q.hasa	100	374	16351	20	1	0.014159472286701202
case-100	q.hasa	100	374	16351	20	2	0.014221044071018697
case-100	q.hasa	100	374	16351	20	3	0.014150166232138873
case-100	q.hasa	100	374	16351	20	4	0.014127869624644518
case-100	q.hasa	100	374	16351	20	5	0.014139335229992866
