Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
case-100	query hasa	1	100	769	16953	2.99	250355712.0	250355712.0
case-100	query hasa	2	100	769	16953	3.04	250773504.0	250773504.0
case-100	query hasa	3	100	769	16953	3.24	250687488.0	250687488.0
case-100	query hasa	4	100	769	16953	3.22	250732544.0	250732544.0
case-100	query hasa	5	100	769	16953	2.94	250892288.0	250892288.0
case-100	query hasa	6	100	769	16953	3.25	250617856.0	250617856.0
case-100	query hasa	7	100	769	16953	2.9699999999999998	250957824.0	250957824.0
case-100	query hasa	8	100	769	16953	3.13	250445824.0	250445824.0
case-100	query hasa	9	100	769	16953	2.99	250941440.0	250941440.0
case-100	query hasa	10	100	769	16953	3.06	250466304.0	250466304.0
case-100	query isa	1	100	769	16953	3.0	248365056.0	248365056.0
case-100	query isa	2	100	769	16953	3.07	250544128.0	250544128.0
case-100	query isa	3	100	769	16953	3.23	247771136.0	247771136.0
case-100	query isa	4	100	769	16953	2.94	248406016.0	248406016.0
case-100	query isa	5	100	769	16953	3.1	248197120.0	248197120.0
case-100	query isa	6	100	769	16953	2.9	248254464.0	248254464.0
case-100	query isa	7	100	769	16953	3.04	248160256.0	248160256.0
case-100	query isa	8	100	769	16953	3.16	248516608.0	248516608.0
case-100	query isa	9	100	769	16953	3.12	247791616.0	247791616.0
case-100	query isa	10	100	769	16953	3.12	248147968.0	248147968.0
case-100	query --summary	1	100	769	16953	2.92	250372096.0	250372096.0
case-100	query --summary	2	100	769	16953	3.23	250703872.0	250703872.0
case-100	query --summary	3	100	769	16953	2.98	252792832.0	252792832.0
case-100	query --summary	4	100	769	16953	3.12	250810368.0	250810368.0
case-100	query --summary	5	100	769	16953	2.93	250507264.0	250507264.0
case-100	query --summary	6	100	769	16953	2.92	250966016.0	250966016.0
case-100	query --summary	7	100	769	16953	2.98	250167296.0	250167296.0
case-100	query --summary	8	100	769	16953	3.06	250712064.0	250712064.0
case-100	query --summary	9	100	769	16953	3.14	250044416.0	250044416.0
case-100	query --summary	10	100	769	16953	3.04	250376192.0	250376192.0
case-100	query --features-summary	1	100	769	16953	3.11	255549440.0	255549440.0
case-100	query --features-summary	2	100	769	16953	3.15	255418368.0	255418368.0
case-100	query --features-summary	3	100	769	16953	3.2	255520768.0	255520768.0
case-100	query --features-summary	4	100	769	16953	3.09	255479808.0	255479808.0
case-100	query --features-summary	5	100	769	16953	3.1	255700992.0	255700992.0
case-100	query --features-summary	6	100	769	16953	3.02	255504384.0	255504384.0
case-100	query --features-summary	7	100	769	16953	3.02	255270912.0	255270912.0
case-100	query --features-summary	8	100	769	16953	3.17	255721472.0	255721472.0
case-100	query --features-summary	9	100	769	16953	3.27	255909888.0	255909888.0
case-100	query --features-summary	10	100	769	16953	3.21	255246336.0	255246336.0
case-100	list samples	1	100	769	16953	3.14	247885824.0	247885824.0
case-100	list samples	2	100	769	16953	3.33	247705600.0	247705600.0
case-100	list samples	3	100	769	16953	2.99	247742464.0	247742464.0
case-100	list samples	4	100	769	16953	3.01	248299520.0	248299520.0
case-100	list samples	5	100	769	16953	3.08	247762944.0	247762944.0
case-100	list samples	6	100	769	16953	2.89	248721408.0	248721408.0
case-100	list samples	7	100	769	16953	2.91	247332864.0	247332864.0
case-100	list samples	8	100	769	16953	3.26	247652352.0	247652352.0
case-100	list samples	9	100	769	16953	2.94	247767040.0	247767040.0
case-100	list samples	10	100	769	16953	3.21	248000512.0	248000512.0
case-100	query isin	1	100	769	16953	3.14	247857152.0	247857152.0
case-100	query isin	2	100	769	16953	3.15	248299520.0	248299520.0
case-100	query isin	3	100	769	16953	2.93	248524800.0	248524800.0
case-100	query isin	4	100	769	16953	3.1	247926784.0	247926784.0
case-100	query isin	5	100	769	16953	3.12	250155008.0	250155008.0
case-100	query isin	6	100	769	16953	3.1	248033280.0	248033280.0
case-100	query isin	7	100	769	16953	3.3	248107008.0	248107008.0
case-100	query isin	8	100	769	16953	2.98	248156160.0	248156160.0
case-100	query isin	9	100	769	16953	3.17	248188928.0	248188928.0
case-100	query isin	10	100	769	16953	3.11	248295424.0	248295424.0
