Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
case-2000	query hasa	1	2000	5818	35654	3.24	254963712.0	254963712.0
case-2000	query hasa	2	2000	5818	35654	3.11	254750720.0	254750720.0
case-2000	query hasa	3	2000	5818	35654	3.37	255156224.0	255156224.0
case-2000	query hasa	4	2000	5818	35654	3.3	254509056.0	254509056.0
case-2000	query hasa	5	2000	5818	35654	3.16	254320640.0	254320640.0
case-2000	query hasa	6	2000	5818	35654	3.37	255037440.0	255037440.0
case-2000	query hasa	7	2000	5818	35654	3.24	254844928.0	254844928.0
case-2000	query hasa	8	2000	5818	35654	3.04	254406656.0	254406656.0
case-2000	query hasa	9	2000	5818	35654	3.22	254803968.0	254803968.0
case-2000	query hasa	10	2000	5818	35654	3.0	254914560.0	254914560.0
case-2000	query isa	1	2000	5818	35654	3.1	248344576.0	248344576.0
case-2000	query isa	2	2000	5818	35654	2.91	248426496.0	248426496.0
case-2000	query isa	3	2000	5818	35654	3.03	248147968.0	248147968.0
case-2000	query isa	4	2000	5818	35654	3.03	248279040.0	248279040.0
case-2000	query isa	5	2000	5818	35654	2.96	248172544.0	248172544.0
case-2000	query isa	6	2000	5818	35654	2.93	248672256.0	248672256.0
case-2000	query isa	7	2000	5818	35654	3.0	248393728.0	248393728.0
case-2000	query isa	8	2000	5818	35654	2.93	248262656.0	248262656.0
case-2000	query isa	9	2000	5818	35654	3.24	248340480.0	248340480.0
case-2000	query isa	10	2000	5818	35654	2.95	248020992.0	248020992.0
case-2000	query --summary	1	2000	5818	35654	3.15	250834944.0	250834944.0
case-2000	query --summary	2	2000	5818	35654	3.27	250470400.0	250470400.0
case-2000	query --summary	3	2000	5818	35654	3.32	250822656.0	250822656.0
case-2000	query --summary	4	2000	5818	35654	3.05	250843136.0	250843136.0
case-2000	query --summary	5	2000	5818	35654	3.26	250843136.0	250843136.0
case-2000	query --summary	6	2000	5818	35654	3.3	250609664.0	250609664.0
case-2000	query --summary	7	2000	5818	35654	3.29	250642432.0	250642432.0
case-2000	query --summary	8	2000	5818	35654	3.04	250531840.0	250531840.0
case-2000	query --summary	9	2000	5818	35654	3.13	250540032.0	250540032.0
case-2000	query --summary	10	2000	5818	35654	2.99	250499072.0	250499072.0
case-2000	query --features-summary	1	2000	5818	35654	3.89	283525120.0	283525120.0
case-2000	query --features-summary	2	2000	5818	35654	3.93	283250688.0	283250688.0
case-2000	query --features-summary	3	2000	5818	35654	3.81	283226112.0	283226112.0
case-2000	query --features-summary	4	2000	5818	35654	3.64	282923008.0	282923008.0
case-2000	query --features-summary	5	2000	5818	35654	3.64	283009024.0	283009024.0
case-2000	query --features-summary	6	2000	5818	35654	3.73	283381760.0	283381760.0
case-2000	query --features-summary	7	2000	5818	35654	3.67	283516928.0	283516928.0
case-2000	query --features-summary	8	2000	5818	35654	3.58	283332608.0	283332608.0
case-2000	query --features-summary	9	2000	5818	35654	3.59	283631616.0	283631616.0
case-2000	query --features-summary	10	2000	5818	35654	3.62	284028928.0	284028928.0
case-2000	list samples	1	2000	5818	35654	3.1	250552320.0	250552320.0
case-2000	list samples	2	2000	5818	35654	3.14	250208256.0	250208256.0
case-2000	list samples	3	2000	5818	35654	3.07	250175488.0	250175488.0
case-2000	list samples	4	2000	5818	35654	3.19	250216448.0	250216448.0
case-2000	list samples	5	2000	5818	35654	3.02	250650624.0	250650624.0
case-2000	list samples	6	2000	5818	35654	3.2	250830848.0	250830848.0
case-2000	list samples	7	2000	5818	35654	3.17	250380288.0	250380288.0
case-2000	list samples	8	2000	5818	35654	3.17	250589184.0	250589184.0
case-2000	list samples	9	2000	5818	35654	3.07	250396672.0	250396672.0
case-2000	list samples	10	2000	5818	35654	3.19	250605568.0	250605568.0
