Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
cov-5 (reads)	query hasa	1	59	1350	1350	2.75	220192768.0	220192768.0
cov-5 (reads)	query hasa	2	59	1350	1350	2.73	221011968.0	221011968.0
cov-5 (reads)	query hasa	3	59	1350	1350	2.68	220786688.0	220786688.0
cov-5 (reads)	query hasa	4	59	1350	1350	2.76	220418048.0	220418048.0
cov-5 (reads)	query hasa	5	59	1350	1350	2.56	220213248.0	220213248.0
cov-5 (reads)	query hasa	6	59	1350	1350	2.76	220979200.0	220979200.0
cov-5 (reads)	query hasa	7	59	1350	1350	2.68	220278784.0	220278784.0
cov-5 (reads)	query hasa	8	59	1350	1350	2.7199999999999998	220770304.0	220770304.0
cov-5 (reads)	query hasa	9	59	1350	1350	2.74	220692480.0	220692480.0
cov-5 (reads)	query hasa	10	59	1350	1350	2.7800000000000002	220979200.0	220979200.0
cov-5 (reads)	query isa	1	59	1350	1350	2.75	220131328.0	220131328.0
cov-5 (reads)	query isa	2	59	1350	1350	2.68	220176384.0	220176384.0
cov-5 (reads)	query isa	3	59	1350	1350	2.76	219992064.0	219992064.0
cov-5 (reads)	query isa	4	59	1350	1350	2.69	220737536.0	220737536.0
cov-5 (reads)	query isa	5	59	1350	1350	2.7800000000000002	220803072.0	220803072.0
cov-5 (reads)	query isa	6	59	1350	1350	2.81	220073984.0	220073984.0
cov-5 (reads)	query isa	7	59	1350	1350	2.7	220344320.0	220344320.0
cov-5 (reads)	query isa	8	59	1350	1350	2.85	220114944.0	220114944.0
cov-5 (reads)	query isa	9	59	1350	1350	2.79	220254208.0	220254208.0
cov-5 (reads)	query isa	10	59	1350	1350	2.94	220086272.0	220086272.0
cov-5 (reads)	query --summary	1	59	1350	1350	2.7800000000000002	219783168.0	219783168.0
cov-5 (reads)	query --summary	2	59	1350	1350	2.74	220086272.0	220086272.0
cov-5 (reads)	query --summary	3	59	1350	1350	2.88	219824128.0	219824128.0
cov-5 (reads)	query --summary	4	59	1350	1350	2.85	220286976.0	220286976.0
cov-5 (reads)	query --summary	5	59	1350	1350	2.92	220385280.0	220385280.0
cov-5 (reads)	query --summary	6	59	1350	1350	2.88	220168192.0	220168192.0
cov-5 (reads)	query --summary	7	59	1350	1350	2.74	220340224.0	220340224.0
cov-5 (reads)	query --summary	8	59	1350	1350	2.68	220258304.0	220258304.0
cov-5 (reads)	query --summary	9	59	1350	1350	2.67	219652096.0	219652096.0
cov-5 (reads)	query --summary	10	59	1350	1350	2.79	220086272.0	220086272.0
cov-5 (reads)	query --features-summary	1	59	1350	1350	2.89	227188736.0	227188736.0
cov-5 (reads)	query --features-summary	2	59	1350	1350	2.95	227553280.0	227553280.0
cov-5 (reads)	query --features-summary	3	59	1350	1350	2.89	227414016.0	227414016.0
cov-5 (reads)	query --features-summary	4	59	1350	1350	2.83	226865152.0	226865152.0
cov-5 (reads)	query --features-summary	5	59	1350	1350	2.87	226963456.0	226963456.0
cov-5 (reads)	query --features-summary	6	59	1350	1350	2.9699999999999998	227250176.0	227250176.0
cov-5 (reads)	query --features-summary	7	59	1350	1350	2.88	226897920.0	226897920.0
cov-5 (reads)	query --features-summary	8	59	1350	1350	2.86	227409920.0	227409920.0
cov-5 (reads)	query --features-summary	9	59	1350	1350	2.87	227274752.0	227274752.0
cov-5 (reads)	query --features-summary	10	59	1350	1350	2.88	226697216.0	226697216.0
cov-5 (reads)	query isin	1	59	1350	1350	2.73	221134848.0	221134848.0
cov-5 (reads)	query isin	2	59	1350	1350	2.7	220254208.0	220254208.0
cov-5 (reads)	query isin	3	59	1350	1350	2.68	220319744.0	220319744.0
cov-5 (reads)	query isin	4	59	1350	1350	2.71	220237824.0	220237824.0
cov-5 (reads)	query isin	5	59	1350	1350	2.68	220041216.0	220041216.0
cov-5 (reads)	query isin	6	59	1350	1350	2.79	220811264.0	220811264.0
cov-5 (reads)	query isin	7	59	1350	1350	2.71	220254208.0	220254208.0
cov-5 (reads)	query isin	8	59	1350	1350	2.7199999999999998	220336128.0	220336128.0
cov-5 (reads)	query isin	9	59	1350	1350	2.67	220205056.0	220205056.0
cov-5 (reads)	query isin	10	59	1350	1350	2.67	220258304.0	220258304.0
cov-5 (reads)	list samples	1	59	1350	1350	2.68	219443200.0	219443200.0
cov-5 (reads)	list samples	2	59	1350	1350	2.75	219533312.0	219533312.0
cov-5 (reads)	list samples	3	59	1350	1350	2.7	219848704.0	219848704.0
cov-5 (reads)	list samples	4	59	1350	1350	2.68	219119616.0	219119616.0
cov-5 (reads)	list samples	5	59	1350	1350	2.68	219701248.0	219701248.0
cov-5 (reads)	list samples	6	59	1350	1350	2.73	219361280.0	219361280.0
cov-5 (reads)	list samples	7	59	1350	1350	2.67	219955200.0	219955200.0
cov-5 (reads)	list samples	8	59	1350	1350	2.83	219332608.0	219332608.0
cov-5 (reads)	list samples	9	59	1350	1350	2.87	219058176.0	219058176.0
cov-5 (reads)	list samples	10	59	1350	1350	2.7199999999999998	219430912.0	219430912.0
