Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
cov-50 (assemblies)	db.samples_query	59	1350	1350	200	1	0.0016242021881043912
cov-50 (assemblies)	db.samples_query	59	1350	1350	200	2	0.0016295164544135332
cov-50 (assemblies)	db.samples_query	59	1350	1350	200	3	0.001659972877241671
cov-50 (assemblies)	db.samples_query	59	1350	1350	200	4	0.0016362956818193198
cov-50 (assemblies)	db.samples_query	59	1350	1350	200	5	0.001643209862522781
cov-50 (assemblies)	db.samples_query	59	1350	1350	200	6	0.001626708395779133
cov-50 (assemblies)	db.samples_query	59	1350	1350	200	7	0.0016406686790287495
cov-50 (assemblies)	db.samples_query	59	1350	1350	200	8	0.0016410156106576323
cov-50 (assemblies)	db.samples_query	59	1350	1350	200	9	0.0016347869765013455
cov-50 (assemblies)	db.samples_query	59	1350	1350	200	10	0.001636088201776147
cov-50 (assemblies)	q.join	59	1350	1350	100	1	0.0021452019549906254
cov-50 (assemblies)	q.join	59	1350	1350	100	2	0.0021482650004327297
cov-50 (assemblies)	q.join	59	1350	1350	100	3	0.002140965647995472
cov-50 (assemblies)	q.join	59	1350	1350	100	4	0.0021296288073062897
cov-50 (assemblies)	q.join	59	1350	1350	100	5	0.0021324586030095818
cov-50 (assemblies)	q.join	59	1350	1350	100	6	0.002128193425014615
cov-50 (assemblies)	q.join	59	1350	1350	100	7	0.002129694176837802
cov-50 (assemblies)	q.join	59	1350	1350	100	8	0.0021312004141509533
cov-50 (assemblies)	q.join	59	1350	1350	100	9	0.002127664657309651
cov-50 (assemblies)	q.join	59	1350	1350	100	10	0.002130421167239547
cov-50 (assemblies)	q.features_summary	59	1350	1350	5	1	0.09213584046810866
cov-50 (assemblies)	q.features_summary	59	1350	1350	5	2	0.09073318112641574
cov-50 (assemblies)	q.features_summary	59	1350	1350	5	3	0.09048957694321871
cov-50 (assemblies)	q.features_summary	59	1350	1350	5	4	0.09058562628924846
cov-50 (assemblies)	q.features_summary	59	1350	1350	5	5	0.09042913019657135
cov-50 (assemblies)	q.features_summary	59	1350	1350	5	6	0.09064091946929693
cov-50 (assemblies)	q.features_summary	59	1350	1350	5	7	0.09159628674387932
cov-50 (assemblies)	q.features_summary	59	1350	1350	5	8	0.0911294000223279
cov-50 (assemblies)	q.features_summary	59	1350	1350	5	9	0.09061429630964994
cov-50 (assemblies)	q.features_summary	59	1350	1350	5	10	0.0905145339667797
cov-50 (assemblies)	q.features_comparison	59	1350	1350	2	1	0.10204421542584896
cov-50 (assemblies)	q.features_comparison	59	1350	1350	2	2	0.10203601932153106
cov-50 (assemblies)	q.features_comparison	59	1350	1350	2	3	0.10201211739331484
cov-50 (assemblies)	q.features_comparison	59	1350	1350	2	4	0.1022502058185637
cov-50 (assemblies)	q.features_comparison	59	1350	1350	2	5	0.10345698287710547
cov-50 (assemblies)	q.features_comparison	59	1350	1350	2	6	0.10647223377600312
