Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
cov-20 (reads)	query hasa	1	59	1290	9648	2.8	221118464.0	221118464.0
cov-20 (reads)	query hasa	2	59	1290	9648	2.69	221601792.0	221601792.0
cov-20 (reads)	query hasa	3	59	1290	9648	2.87	221814784.0	221814784.0
cov-20 (reads)	query hasa	4	59	1290	9648	2.68	221376512.0	221376512.0
cov-20 (reads)	query hasa	5	59	1290	9648	2.77	221786112.0	221786112.0
cov-20 (reads)	query hasa	6	59	1290	9648	2.74	221466624.0	221466624.0
cov-20 (reads)	query hasa	7	59	1290	9648	2.8	221196288.0	221196288.0
cov-20 (reads)	query hasa	8	59	1290	9648	2.89	220839936.0	220839936.0
cov-20 (reads)	query hasa	9	59	1290	9648	2.68	221286400.0	221286400.0
cov-20 (reads)	query hasa	10	59	1290	9648	2.76	221392896.0	221392896.0
cov-20 (reads)	query isa	1	59	1290	9648	2.91	220168192.0	220168192.0
cov-20 (reads)	query isa	2	59	1290	9648	2.85	220254208.0	220254208.0
cov-20 (reads)	query isa	3	59	1290	9648	2.77	219820032.0	219820032.0
cov-20 (reads)	query isa	4	59	1290	9648	2.81	220143616.0	220143616.0
cov-20 (reads)	query isa	5	59	1290	9648	2.7800000000000002	220139520.0	220139520.0
cov-20 (reads)	query isa	6	59	1290	9648	2.8	219975680.0	219975680.0
cov-20 (reads)	query isa	7	59	1290	9648	2.85	219856896.0	219856896.0
cov-20 (reads)	query isa	8	59	1290	9648	2.81	220758016.0	220758016.0
cov-20 (reads)	query isa	9	59	1290	9648	2.73	220110848.0	220110848.0
cov-20 (reads)	query isa	10	59	1290	9648	2.89	220229632.0	220229632.0
cov-20 (reads)	query --summary	1	59	1290	9648	2.82	219594752.0	219594752.0
cov-20 (reads)	query --summary	2	59	1290	9648	2.84	219750400.0	219750400.0
cov-20 (reads)	query --summary	3	59	1290	9648	2.74	220000256.0	220000256.0
cov-20 (reads)	query --summary	4	59	1290	9648	2.66	220024832.0	220024832.0
cov-20 (reads)	query --summary	5	59	1290	9648	2.73	220139520.0	220139520.0
cov-20 (reads)	query --summary	6	59	1290	9648	2.76	220364800.0	220364800.0
cov-20 (reads)	query --summary	7	59	1290	9648	2.77	219918336.0	219918336.0
cov-20 (reads)	query --summary	8	59	1290	9648	2.7	220102656.0	220102656.0
cov-20 (reads)	query --summary	9	59	1290	9648	2.7800000000000002	219815936.0	219815936.0
cov-20 (reads)	query --summary	10	59	1290	9648	2.7800000000000002	219500544.0	219500544.0
cov-20 (reads)	query --features-summary	1	59	1290	9648	2.98	227336192.0	227336192.0
cov-20 (reads)	query --features-summary	2	59	1290	9648	2.77	227393536.0	227393536.0
cov-20 (reads)	query --features-summary	3	59	1290	9648	2.83	227815424.0	227815424.0
cov-20 (reads)	query --features-summary	4	59	1290	9648	2.84	227422208.0	227422208.0
cov-20 (reads)	query --features-summary	5	59	1290	9648	2.99	227590144.0	227590144.0
cov-20 (reads)	query --features-summary	6	59	1290	9648	2.87	227639296.0	227639296.0
cov-20 (reads)	query --features-summary	7	59	1290	9648	2.85	227221504.0	227221504.0
cov-20 (reads)	query --features-summary	8	59	1290	9648	2.83	227852288.0	227852288.0
cov-20 (reads)	query --features-summary	9	59	1290	9648	2.89	227168256.0	227168256.0
cov-20 (reads)	query --features-summary	10	59	1290	9648	2.96	226963456.0	226963456.0
cov-20 (reads)	query isin	1	59	1290	9648	2.66	220209152.0	220209152.0
cov-20 (reads)	query isin	2	59	1290	9648	2.7800000000000002	220332032.0	220332032.0
cov-20 (reads)	query isin	3	59	1290	9648	2.66	220381184.0	220381184.0
cov-20 (reads)	query isin	4	59	1290	9648	2.77	220295168.0	220295168.0
cov-20 (reads)	query isin	5	59	1290	9648	2.64	220454912.0	220454912.0
cov-20 (reads)	query isin	6	59	1290	9648	2.67	220524544.0	220524544.0
cov-20 (reads)	query isin	7	59	1290	9648	2.65	220516352.0	220516352.0
cov-20 (reads)	query isin	8	59	1290	9648	2.7	220352512.0	220352512.0
cov-20 (reads)	query isin	9	59	1290	9648	2.69	220721152.0	220721152.0
cov-20 (reads)	query isin	10	59	1290	9648	2.75	220471296.0	220471296.0
cov-20 (reads)	list samples	1	59	1290	9648	2.64	219615232.0	219615232.0
cov-20 (reads)	list samples	2	59	1290	9648	2.7800000000000002	219316224.0	219316224.0
cov-20 (reads)	list samples	3	59	1290	9648	2.83	219344896.0	219344896.0
cov-20 (reads)	list samples	4	59	1290	9648	2.64	219811840.0	219811840.0
cov-20 (reads)	list samples	5	59	1290	9648	2.65	219385856.0	219385856.0
cov-20 (reads)	list samples	6	59	1290	9648	2.64	219181056.0	219181056.0
cov-20 (reads)	list samples	7	59	1290	9648	2.64	219328512.0	219328512.0
cov-20 (reads)	list samples	8	59	1290	9648	2.75	218894336.0	218894336.0
cov-20 (reads)	list samples	9	59	1290	9648	2.69	219361280.0	219361280.0
cov-20 (reads)	list samples	10	59	1290	9648	2.66	218951680.0	218951680.0
