Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
case-10	db.samples_query	10	44	2900	500	1	0.0009286081679165363
case-10	db.samples_query	10	44	2900	500	2	0.0009262045361101627
case-10	db.samples_query	10	44	2900	500	3	0.0009259736873209476
case-10	db.samples_query	10	44	2900	500	4	0.0009254264310002327
case-10	db.samples_query	10	44	2900	500	5	0.0009468744173645973
case-10	db.samples_query	10	44	2900	500	6	0.0009257720373570919
case-10	db.samples_query	10	44	2900	500	7	0.0009281592480838299
case-10	db.samples_query	10	44	2900	500	8	0.0009266939833760261
case-10	db.samples_query	10	44	2900	500	9	0.0009275106303393841
case-10	db.samples_query	10	44	2900	500	10	0.000929683554917574
case-10	q.join	10	44	2900	1	1	0.2807883284986019
case-10	q.join	10	44	2900	1	2	0.2631425969302654
case-10	q.join	10	44	2900	1	3	0.26401518657803535
case-10	q.join	10	44	2900	1	4	0.26352687180042267
case-10	q.join	10	44	2900	1	5	0.26469250582158566
case-10	q.join	10	44	2900	1	6	0.2633474674075842
case-10	q.join	10	44	2900	1	7	0.264645341783762
case-10	q.join	10	44	2900	1	8	0.2651887871325016
case-10	q.join	10	44	2900	1	9	0.26519823260605335
case-10	q.join	10	44	2900	1	10	0.2635281924158335
case-10	q.features_summary	10	44	2900	50	1	0.008140329942107201
case-10	q.features_summary	10	44	2900	50	2	0.008143125474452973
case-10	q.features_summary	10	44	2900	50	3	0.008147343806922436
case-10	q.features_summary	10	44	2900	50	4	0.008144415058195591
case-10	q.features_summary	10	44	2900	50	5	0.008128359764814377
case-10	q.features_summary	10	44	2900	50	6	0.008124427124857902
case-10	q.features_summary	10	44	2900	50	7	0.008245951645076275
case-10	q.features_summary	10	44	2900	50	8	0.008113594762980937
case-10	q.features_summary	10	44	2900	50	9	0.008106902576982974
case-10	q.features_summary	10	44	2900	50	10	0.008088446632027626
case-10	q.features_comparison	10	44	2900	20	1	0.01382279470562935
case-10	q.features_comparison	10	44	2900	20	2	0.013783094845712185
case-10	q.features_comparison	10	44	2900	20	3	0.013809175975620747
case-10	q.features_comparison	10	44	2900	20	4	0.013792804535478353
case-10	q.features_comparison	10	44	2900	20	5	0.013796183280646801
case-10	q.features_comparison	10	44	2900	20	6	0.01381311919540167
case-10	q.features_comparison	10	44	2900	20	7	0.01385839432477951
case-10	q.features_comparison	10	44	2900	20	8	0.013855900056660176
case-10	q.features_comparison	10	44	2900	20	9	0.013772828876972199
case-10	q.features_comparison	10	44	2900	20	10	0.013868617918342352
case-10	q.hasa	10	44	2900	100	1	0.0036059120669960977
case-10	q.hasa	10	44	2900	100	2	0.0035965814255177974
case-10	q.hasa	10	44	2900	100	3	0.003596487641334534
case-10	q.hasa	10	44	2900	100	4	0.0036717705242335797
case-10	q.hasa	10	44	2900	100	5	0.0035952445678412914
case-10	q.hasa	10	44	2900	100	6	0.0035953116789460182
case-10	q.hasa	10	44	2900	100	7	0.003597713652998209
case-10	q.hasa	10	44	2900	100	8	0.0036010726168751715
case-10	q.hasa	10	44	2900	100	9	0.003590475358068943
case-10	q.hasa	10	44	2900	100	10	0.003598227333277464
case-10	q.isa	10	44	2900	1000	1	0.0003662523087114096
case-10	q.isa	10	44	2900	1000	2	0.00036590488627552987
case-10	q.isa	10	44	2900	1000	3	0.00036730866879224777
case-10	q.isa	10	44	2900	1000	4	0.00036601742729544637
case-10	q.isa	10	44	2900	1000	5	0.00036588174663484095
case-10	q.isa	10	44	2900	1000	6	0.00036636261083185673
case-10	q.isa	10	44	2900	1000	7	0.0003701212164014578
case-10	q.isa	10	44	2900	1000	8	0.0003657868895679712
case-10	q.isa	10	44	2900	1000	9	0.0003669944144785404
case-10	q.isa	10	44	2900	1000	10	0.00036589848808944226
case-10	q AND r	10	44	2900	20000	1	1.958260601386428e-05
case-10	q AND r	10	44	2900	20000	2	1.966207642108202e-05
case-10	q AND r	10	44	2900	20000	3	1.9644701294600964e-05
case-10	q AND r	10	44	2900	20000	4	1.968092229217291e-05
case-10	q AND r	10	44	2900	20000	5	1.9650339242070914e-05
case-10	q AND r	10	44	2900	20000	6	1.9635408092290162e-05
case-10	q AND r	10	44	2900	20000	7	1.9644863810390235e-05
