Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
alpha-5.0-cov-30 (assemblies)	db.samples_query	59	996	996	200	1	0.0015736065991222858
alpha-5.0-cov-30 (assemblies)	db.samples_query	59	996	996	200	2	0.0016060684667900205
alpha-5.0-cov-30 (assemblies)	db.samples_query	59	996	996	200	3	0.001573009262792766
alpha-5.0-cov-30 (assemblies)	db.samples_query	59	996	996	200	4	0.001572608556598425
alpha-5.0-cov-30 (assemblies)	db.samples_query	59	996	996	200	5	0.0015740712080150843
alpha-5.0-cov-30 (assemblies)	db.samples_query	59	996	996	200	6	0.0015723789623007178
alpha-5.0-cov-30 (assemblies)	db.samples_query	59	996	996	200	7	0.0015723736910149455
alpha-5.0-cov-30 (assemblies)	db.samples_query	59	996	996	200	8	0.0015754705760627984
alpha-5.0-cov-30 (assemblies)	db.samples_query	59	996	996	200	9	0.0015725167002528905
alpha-5.0-cov-30 (assemblies)	db.samples_query	59	996	996	200	10	0.0015750797232612968
alpha-5.0-cov-30 (assemblies)	q.join	59	996	996	100	1	0.002135927192866802
alpha-5.0-cov-30 (assemblies)	q.join	59	996	996	100	2	0.0021326519455760716
alpha-5.0-cov-30 (assemblies)	q.join	59	996	996	100	3	0.0021347207017242908
alpha-5.0-cov-30 (assemblies)	q.join	59	996	996	100	4	0.002133984500542283
alpha-5.0-cov-30 (assemblies)	q.join	59	996	996	100	5	0.002133478056639433
alpha-5.0-cov-30 (assemblies)	q.join	59	996	996	100	6	0.002130936374887824
alpha-5.0-cov-30 (assemblies)	q.join	59	996	996	100	7	0.002131777973845601
alpha-5.0-cov-30 (assemblies)	q.join	59	996	996	100	8	0.002133048111572862
alpha-5.0-cov-30 (assemblies)	q.join	59	996	996	100	9	0.002131687272340059
alpha-5.0-cov-30 (assemblies)	q.join	59	996	996	100	10	0.00213281505741179
alpha-5.0-cov-30 (assemblies)	q.features_summary	59	996	996	5	1	0.06858815401792526
alpha-5.0-cov-30 (assemblies)	q.features_summary	59	996	996	5	2	0.06804302502423525
alpha-5.0-cov-30 (assemblies)	q.features_summary	59	996	996	5	3	0.06784179415553808
alpha-5.0-cov-30 (assemblies)	q.features_summary	59	996	996	5	4	0.06860256548970937
alpha-5.0-cov-30 (assemblies)	q.features_summary	59	996	996	5	5	0.07200920563191175
alpha-5.0-cov-30 (assemblies)	q.features_summary	59	996	996	5	6	0.06887675020843745
alpha-5.0-cov-30 (assemblies)	q.features_summary	59	996	996	5	7	0.06996372248977423
alpha-5.0-cov-30 (assemblies)	q.features_summary	59	996	996	5	8	0.07001355271786451
alpha-5.0-cov-30 (assemblies)	q.features_summary	59	996	996	5	9	0.06772905886173249
alpha-5.0-cov-30 (assemblies)	q.features_summary	59	996	996	5	10	0.07068512681871653
alpha-5.0-cov-30 (assemblies)	q.features_comparison	59	996	996	5	1	0.07611407991498709
alpha-5.0-cov-30 (assemblies)	q.features_comparison	59	996	996	5	2	0.0777875242754817
alpha-5.0-cov-30 (assemblies)	q.features_comparison	59	996	996	5	3	0.07603202257305383
alpha-5.0-cov-30 (assemblies)	q.features_comparison	59	996	996	5	4	0.07591131255030632
alpha-5.0-cov-30 (assemblies)	q.features_comparison	59	996	996	5	5	0.07606272343546153
alpha-5.0-cov-30 (assemblies)	q.features_comparison	59	996	996	5	6	0.07703096903860569
alpha-5.0-cov-30 (assemblies)	q.features_comparison	59	996	996	5	7	0.07607971578836441
alpha-5.0-cov-30 (assemblies)	q.features_comparison	59	996	996	5	8	0.07623936273157597
alpha-5.0-cov-30 (assemblies)	q.features_comparison	59	996	996	5	9	0.07627656906843186
alpha-5.0-cov-30 (assemblies)	q.features_comparison	59	996	996	5	10	0.0761216977611184
alpha-5.0-cov-30 (assemblies)	q.hasa	59	996	996	500	1	0.0009153772518038749
alpha-5.0-cov-30 (assemblies)	q.hasa	59	996	996	500	2	0.0009231687653809786
alpha-5.0-cov-30 (assemblies)	q.hasa	59	996	996	500	3	0.0009138593524694443
alpha-5.0-cov-30 (assemblies)	q.hasa	59	996	996	500	4	0.0009133732225745917
alpha-5.0-cov-30 (assemblies)	q.hasa	59	996	996	500	5	0.0009251313135027886
alpha-5.0-cov-30 (assemblies)	q.hasa	59	996	996	500	6	0.0009171928390860558
alpha-5.0-cov-30 (assemblies)	q.hasa	59	996	996	500	7	0.0009317928552627563
alpha-5.0-cov-30 (assemblies)	q.hasa	59	996	996	500	8	0.0009257225356996059
alpha-5.0-cov-30 (assemblies)	q.hasa	59	996	996	500	9	0.0009238119944930077
alpha-5.0-cov-30 (assemblies)	q.hasa	59	996	996	500	10	0.0009119987972080707
alpha-5.0-cov-30 (assemblies)	q.isa	59	996	996	1000	1	0.0003937434060499072
alpha-5.0-cov-30 (assemblies)	q.isa	59	996	996	1000	2	0.00039364186115562914
alpha-5.0-cov-30 (assemblies)	q.isa	59	996	996	1000	3	0.00039336196519434454
alpha-5.0-cov-30 (assemblies)	q.isa	59	996	996	1000	4	0.0003982321647927165
alpha-5.0-cov-30 (assemblies)	q.isa	59	996	996	1000	5	0.0004014138774946332
alpha-5.0-cov-30 (assemblies)	q.isa	59	996	996	1000	6	0.0003947658771649003
alpha-5.0-cov-30 (assemblies)	q.isa	59	996	996	1000	7	0.0004000769974663854
alpha-5.0-cov-30 (assemblies)	q.isa	59	996	996	1000	8	0.0004042404117062688
alpha-5.0-cov-30 (assemblies)	q.isa	59	996	996	1000	9	0.00039465404115617274
alpha-5.0-cov-30 (assemblies)	q.isa	59	996	996	1000	10	0.00039483508095145226
alpha-5.0-cov-30 (assemblies)	q AND r	59	996	996	10000	1	2.009748537093401e-05
alpha-5.0-cov-30 (assemblies)	q AND r	59	996	996	10000	2	1.9888143427670003e-05
alpha-5.0-cov-30 (assemblies)	q AND r	59	996	996	10000	3	2.039229478687048e-05
alpha-5.0-cov-30 (assemblies)	q AND r	59	996	996	10000	4	1.990173114463687e-05
alpha-5.0-cov-30 (assemblies)	q AND r	59	996	996	10000	5	1.9678029231727123e-05
alpha-5.0-cov-30 (assemblies)	q AND r	59	996	996	10000	6	1.9668116420507433e-05
alpha-5.0-cov-30 (assemblies)	q AND r	59	996	996	10000	7	2.042382573708892e-05
alpha-5.0-cov-30 (assemblies)	q AND r	59	996	996	10000	8	2.0877125393599272e-05
alpha-5.0-cov-30 (assemblies)	q AND r	59	996	996	10000	9	2.082445239648223e-05
alpha-5.0-cov-30 (assemblies)	q AND r	59	996	996	10000	10	2.0853833202272654e-05
alpha-5.0-cov-30 (assemblies)	q.toframe	59	996	996	100	1	0.003377037588506937
alpha-5.0-cov-30 (assemblies)	q.toframe	59	996	996	100	2	0.0034982442297041417
alpha-5.0-cov-30 (assemblies)	q.toframe	59	996	996	100	3	0.0033794085774570704
alpha-5.0-cov-30 (assemblies)	q.toframe	59	996	996	100	4	0.0033986682165414095
alpha-5.0-cov-30 (assemblies)	q.toframe	59	996	996	100	5	0.003329003257676959
alpha-5.0-cov-30 (assemblies)	q.toframe	59	996	996	100	6	0.003323233788833022
alpha-5.0-cov-30 (assemblies)	q.toframe	59	996	996	100	7	0.003354483461007476
alpha-5.0-cov-30 (assemblies)	q.toframe	59	996	996	100	8	0.0034676678758114574
alpha-5.0-cov-30 (assemblies)	q.toframe	59	996	996	100	9	0.0034181296080350878
alpha-5.0-cov-30 (assemblies)	q.toframe	59	996	996	100	10	0.0034555583912879227
alpha-5.0-cov-30 (assemblies)	q.summary	59	996	996	1000	1	0.00035584275983273984
alpha-5.0-cov-30 (assemblies)	q.summary	59	996	996	1000	2	0.0003484830008819699
alpha-5.0-cov-30 (assemblies)	q.summary	59	996	996	1000	3	0.00034631772339344027
alpha-5.0-cov-30 (assemblies)	q.summary	59	996	996	1000	4	0.00034556012134999035
alpha-5.0-cov-30 (assemblies)	q.summary	59	996	996	1000	5	0.0003648425554856658
alpha-5.0-cov-30 (assemblies)	q.summary	59	996	996	1000	6	0.0003483615033328533
alpha-5.0-cov-30 (assemblies)	q.summary	59	996	996	1000	7	0.00035216114576905967
alpha-5.0-cov-30 (assemblies)	q.summary	59	996	996	1000	8	0.00035586633626371624
alpha-5.0-cov-30 (assemblies)	q.summary	59	996	996	1000	9	0.00036202280409634114
alpha-5.0-cov-30 (assemblies)	q.summary	59	996	996	1000	10	0.00036011985875666143
alpha-5.0-cov-30 (assemblies)	q.isin (distance)	59	996	996	100	1	0.0033926790300756694
alpha-5.0-cov-30 (assemblies)	q.isin (distance)	59	996	996	100	2	0.003392759431153536
alpha-5.0-cov-30 (assemblies)	q.isin (distance)	59	996	996	100	3	0.0033937165699899196
alpha-5.0-cov-30 (assemblies)	q.isin (distance)	59	996	996	100	4	0.0034740059170871975
alpha-5.0-cov-30 (assemblies)	q.isin (distance)	59	996	996	100	5	0.0033963282965123655
alpha-5.0-cov-30 (assemblies)	q.isin (distance)	59	996	996	100	6	0.003400854179635644
alpha-5.0-cov-30 (assemblies)	q.isin (distance)	59	996	996	100	7	0.0034349186718463896
alpha-5.0-cov-30 (assemblies)	q.isin (distance)	59	996	996	100	8	0.0033947290759533642
alpha-5.0-cov-30 (assemblies)	q.isin (distance)	59	996	996	100	9	0.003396896431222558
