Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
alpha-5.0-cov-30 (reads)	query hasa	1	59	996	996	2.64	220352512.0	220352512.0
alpha-5.0-cov-30 (reads)	query hasa	2	59	996	996	2.71	220585984.0	220585984.0
alpha-5.0-cov-30 (reads)	query hasa	3	59	996	996	2.7800000000000002	219987968.0	219987968.0
alpha-5.0-cov-30 (reads)	query hasa	4	59	996	996	2.73	220852224.0	220852224.0
alpha-5.0-cov-30 (reads)	query hasa	5	59	996	996	2.71	220303360.0	220303360.0
alpha-5.0-cov-30 (reads)	query hasa	6	59	996	996	2.85	220549120.0	220549120.0
alpha-5.0-cov-30 (reads)	query hasa	7	59	996	996	2.82	220278784.0	220278784.0
alpha-5.0-cov-30 (reads)	query hasa	8	59	996	996	2.7800000000000002	220418048.0	220418048.0
alpha-5.0-cov-30 (reads)	query hasa	9	59	996	996	2.56	220536832.0	220536832.0
alpha-5.0-cov-30 (reads)	query hasa	10	59	996	996	2.67	220127232.0	220127232.0
alpha-5.0-cov-30 (reads)	query isa	1	59	996	996	2.67	220282880.0	220282880.0
alpha-5.0-cov-30 (reads)	query isa	2	59	996	996	2.65	220356608.0	220356608.0
alpha-5.0-cov-30 (reads)	query isa	3	59	996	996	2.87	220045312.0	220045312.0
alpha-5.0-cov-30 (reads)	query isa	4	59	996	996	2.8	220258304.0	220258304.0
alpha-5.0-cov-30 (reads)	query isa	5	59	996	996	2.68	220344320.0	220344320.0
alpha-5.0-cov-30 (reads)	query isa	6	59	996	996	2.79	220545024.0	220545024.0
alpha-5.0-cov-30 (reads)	query isa	7	59	996	996	2.69	219906048.0	219906048.0
alpha-5.0-cov-30 (reads)	query isa	8	59	996	996	2.52	220147712.0	220147712.0
alpha-5.0-cov-30 (reads)	query isa	9	59	996	996	2.66	220635136.0	220635136.0
alpha-5.0-cov-30 (reads)	query isa	10	59	996	996	2.68	220180480.0	220180480.0
alpha-5.0-cov-30 (reads)	query --summary	1	59	996	996	2.61	220061696.0	220061696.0
alpha-5.0-cov-30 (reads)	query --summary	2	59	996	996	2.69	219836416.0	219836416.0
alpha-5.0-cov-30 (reads)	query --summary	3	59	996	996	2.75	220123136.0	220123136.0
alpha-5.0-cov-30 (reads)	query --summary	4	59	996	996	2.67	220352512.0	220352512.0
alpha-5.0-cov-30 (reads)	query --summary	5	59	996	996	2.7800000000000002	220188672.0	220188672.0
alpha-5.0-cov-30 (reads)	query --summary	6	59	996	996	2.7	219869184.0	219869184.0
alpha-5.0-cov-30 (reads)	query --summary	7	59	996	996	2.64	220262400.0	220262400.0
alpha-5.0-cov-30 (reads)	query --summary	8	59	996	996	2.64	219873280.0	219873280.0
alpha-5.0-cov-30 (reads)	query --summary	9	59	996	996	2.76	219578368.0	219578368.0
alpha-5.0-cov-30 (reads)	query --summary	10	59	996	996	2.66	220200960.0	220200960.0
alpha-5.0-cov-30 (reads)	query --features-summary	1	59	996	996	2.83	225435648.0	225435648.0
alpha-5.0-cov-30 (reads)	query --features-summary	2	59	996	996	2.82	225816576.0	225816576.0
alpha-5.0-cov-30 (reads)	query --features-summary	3	59	996	996	2.81	225624064.0	225624064.0
alpha-5.0-cov-30 (reads)	query --features-summary	4	59	996	996	2.82	225431552.0	225431552.0
alpha-5.0-cov-30 (reads)	query --features-summary	5	59	996	996	2.85	225869824.0	225869824.0
alpha-5.0-cov-30 (reads)	query --features-summary	6	59	996	996	2.82	225681408.0	225681408.0
alpha-5.0-cov-30 (reads)	query --features-summary	7	59	996	996	2.85	225263616.0	225263616.0
alpha-5.0-cov-30 (reads)	query --features-summary	8	59	996	996	2.94	225230848.0	225230848.0
alpha-5.0-cov-30 (reads)	query --features-summary	9	59	996	996	2.83	225320960.0	225320960.0
alpha-5.0-cov-30 (reads)	query --features-summary	10	59	996	996	2.84	225419264.0	225419264.0
alpha-5.0-cov-30 (reads)	query isin	1	59	996	996	2.65	220626944.0	220626944.0
alpha-5.0-cov-30 (reads)	query isin	2	59	996	996	2.68	220700672.0	220700672.0
alpha-5.0-cov-30 (reads)	query isin	3	59	996	996	2.77	220631040.0	220631040.0
alpha-5.0-cov-30 (reads)	query isin	4	59	996	996	2.71	220200960.0	220200960.0
alpha-5.0-cov-30 (reads)	query isin	5	59	996	996	2.73	220405760.0	220405760.0
alpha-5.0-cov-30 (reads)	query isin	6	59	996	996	2.83	220225536.0	220225536.0
alpha-5.0-cov-30 (reads)	query isin	7	59	996	996	2.7800000000000002	220250112.0	220250112.0
alpha-5.0-cov-30 (reads)	query isin	8	59	996	996	2.8	221077504.0	221077504.0
alpha-5.0-cov-30 (reads)	query isin	9	59	996	996	2.8	220545024.0	220545024.0
alpha-5.0-cov-30 (reads)	query isin	10	59	996	996	2.88	220917760.0	220917760.0
alpha-5.0-cov-30 (reads)	list samples	1	59	996	996	2.81	219168768.0	219168768.0
alpha-5.0-cov-30 (reads)	list samples	2	59	996	996	2.66	219422720.0	219422720.0
alpha-5.0-cov-30 (reads)	list samples	3	59	996	996	2.62	219492352.0	219492352.0
alpha-5.0-cov-30 (reads)	list samples	4	59	996	996	2.67	219201536.0	219201536.0
alpha-5.0-cov-30 (reads)	list samples	5	59	996	996	2.64	219238400.0	219238400.0
alpha-5.0-cov-30 (reads)	list samples	6	59	996	996	2.65	219185152.0	219185152.0
alpha-5.0-cov-30 (reads)	list samples	7	59	996	996	2.68	219566080.0	219566080.0
alpha-5.0-cov-30 (reads)	list samples	8	59	996	996	2.73	219512832.0	219512832.0
alpha-5.0-cov-30 (reads)	list samples	9	59	996	996	2.67	219164672.0	219164672.0
alpha-5.0-cov-30 (reads)	list samples	10	59	996	996	2.63	219422720.0	219422720.0
