Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
case-1000	db.samples_query	1000	1836	31190	200	1	0.0017815964482724668
case-1000	db.samples_query	1000	1836	31190	200	2	0.0017614012211561202
case-1000	db.samples_query	1000	1836	31190	200	3	0.0017659228574484587
case-1000	db.samples_query	1000	1836	31190	200	4	0.001748345224186778
case-1000	db.samples_query	1000	1836	31190	200	5	0.0017547978181391955
case-1000	db.samples_query	1000	1836	31190	200	6	0.0017423568014055492
case-1000	db.samples_query	1000	1836	31190	200	7	0.0017673921398818494
case-1000	db.samples_query	1000	1836	31190	200	8	0.0017400590796023607
case-1000	db.samples_query	1000	1836	31190	200	9	0.0017544256430119276
case-1000	db.samples_query	1000	1836	31190	200	10	0.0017530061770230532
case-1000	q.join	1000	1836	31190	1	1	0.27218011766672134
case-1000	q.join	1000	1836	31190	1	2	0.2770848423242569
case-1000	q.join	1000	1836	31190	1	3	0.28006561845541
case-1000	q.join	1000	1836	31190	1	4	0.2851352486759424
case-1000	q.join	1000	1836	31190	1	5	0.2842217404395342
case-1000	q.join	1000	1836	31190	1	6	0.2914750389754772
case-1000	q.join	1000	1836	31190	1	7	0.27866048365831375
case-1000	q.join	1000	1836	31190	1	8	0.2710248716175556
case-1000	q.join	1000	1836	31190	1	9	0.2705582696944475
case-1000	q.join	1000	1836	31190	1	10	0.2702845595777035
case-1000	q.features_summary	1000	1836	31190	2	1	0.15722981560975313
case-1000	q.features_summary	1000	1836	31190	2	2	0.15575958415865898
case-1000	q.features_summary	1000	1836	31190	2	3	0.15711129177361727
case-1000	q.features_summary	1000	1836	31190	2	4	0.1552275875583291
case-1000	q.features_summary	1000	1836	31190	2	5	0.15511957742273808
case-1000	q.features_summary	1000	1836	31190	2	6	0.1552093094214797
case-1000	q.features_summary	1000	1836	31190	2	7	0.15541673731058836
case-1000	q.features_summary	1000	1836	31190	2	8	0.15519068576395512
case-1000	q.features_summary	1000	1836	31190	2	9	0.15549358911812305
case-1000	q.features_summary	1000	1836	31190	2	10	0.15513509325683117
case-1000	q.features_comparison	1000	1836	31190	1	1	0.735578466206789
case-1000	q.features_comparison	1000	1836	31190	1	2	0.7266815640032291
case-1000	q.features_comparison	1000	1836	31190	1	3	0.7156219594180584
case-1000	q.features_comparison	1000	1836	31190	1	4	0.7185861356556416
case-1000	q.features_comparison	1000	1836	31190	1	5	0.7167845610529184
case-1000	q.features_comparison	1000	1836	31190	1	6	0.7131312321871519
case-1000	q.features_comparison	1000	1836	31190	1	7	0.7099634259939194
case-1000	q.features_comparison	1000	1836	31190	1	8	0.7281980719417334
case-1000	q.features_comparison	1000	1836	31190	1	9	0.7148816473782063
case-1000	q.features_comparison	1000	1836	31190	1	10	0.7263046577572823
case-1000	q.hasa	1000	1836	31190	5	1	0.07336811311542987
case-1000	q.hasa	1000	1836	31190	5	2	0.07341341525316239
case-1000	q.hasa	1000	1836	31190	5	3	0.07302506864070893
case-1000	q.hasa	1000	1836	31190	5	4	0.07334293834865094
case-1000	q.hasa	1000	1836	31190	5	5	0.07294734865427017
case-1000	q.hasa	1000	1836	31190	5	6	0.07296755500137805
case-1000	q.hasa	1000	1836	31190	5	7	0.07290953509509564
case-1000	q.hasa	1000	1836	31190	5	8	0.0732938889414072
case-1000	q.hasa	1000	1836	31190	5	9	0.07324540168046952
case-1000	q.hasa	1000	1836	31190	5	10	0.07355526871979237
case-1000	q.isa	1000	1836	31190	500	1	0.0004075326770544052
case-1000	q.isa	1000	1836	31190	500	2	0.0004104725643992424
case-1000	q.isa	1000	1836	31190	500	3	0.00041036343201994896
case-1000	q.isa	1000	1836	31190	500	4	0.0004164322875440121
case-1000	q.isa	1000	1836	31190	500	5	0.0004064593464136124
case-1000	q.isa	1000	1836	31190	500	6	0.0004060341827571392
case-1000	q.isa	1000	1836	31190	500	7	0.0004058079198002815
case-1000	q.isa	1000	1836	31190	500	8	0.0004070959649980068
case-1000	q.isa	1000	1836	31190	500	9	0.000406132847070694
case-1000	q.isa	1000	1836	31190	500	10	0.0004067793898284435
