Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
case-1000	query hasa	1	1000	3725	32286	3.2800000000000002	252198912.0	252198912.0
case-1000	query hasa	2	1000	3725	32286	3.19	252596224.0	252596224.0
case-1000	query hasa	3	1000	3725	32286	3.15	253108224.0	253108224.0
case-1000	query hasa	4	1000	3725	32286	3.2	252858368.0	252858368.0
case-1000	query hasa	5	1000	3725	32286	3.25	252792832.0	252792832.0
case-1000	query hasa	6	1000	3725	32286	3.17	252796928.0	252796928.0
case-1000	query hasa	7	1000	3725	32286	3.14	252428288.0	252428288.0
case-1000	query hasa	8	1000	3725	32286	3.02	252489728.0	252489728.0
case-1000	query hasa	9	1000	3725	32286	3.03	252715008.0	252715008.0
case-1000	query hasa	10	1000	3725	32286	3.02	252624896.0	252624896.0
case-1000	query isa	1	1000	3725	32286	2.93	247853056.0	247853056.0
case-1000	query isa	2	1000	3725	32286	3.27	248459264.0	248459264.0
case-1000	query isa	3	1000	3725	32286	2.91	247930880.0	247930880.0
case-1000	query isa	4	1000	3725	32286	3.18	248225792.0	248225792.0
case-1000	query isa	5	1000	3725	32286	3.05	247889920.0	247889920.0
case-1000	query isa	6	1000	3725	32286	3.21	248209408.0	248209408.0
case-1000	query isa	7	1000	3725	32286	3.21	247705600.0	247705600.0
case-1000	query isa	8	1000	3725	32286	3.19	248356864.0	248356864.0
case-1000	query isa	9	1000	3725	32286	3.15	248152064.0	248152064.0
case-1000	query isa	10	1000	3725	32286	2.93	248508416.0	248508416.0
case-1000	query --summary	1	1000	3725	32286	3.3	250421248.0	250421248.0
case-1000	query --summary	2	1000	3725	32286	3.02	250617856.0	250617856.0
case-1000	query --summary	3	1000	3725	32286	3.04	250642432.0	250642432.0
case-1000	query --summary	4	1000	3725	32286	2.99	250556416.0	250556416.0
case-1000	query --summary	5	1000	3725	32286	3.3	250609664.0	250609664.0
case-1000	query --summary	6	1000	3725	32286	3.11	250961920.0	250961920.0
case-1000	query --summary	7	1000	3725	32286	3.24	250191872.0	250191872.0
case-1000	query --summary	8	1000	3725	32286	3.2800000000000002	250720256.0	250720256.0
case-1000	query --summary	9	1000	3725	32286	3.2800000000000002	250531840.0	250531840.0
case-1000	query --summary	10	1000	3725	32286	2.99	250400768.0	250400768.0
case-1000	query --features-summary	1	1000	3725	32286	3.42	271638528.0	271638528.0
case-1000	query --features-summary	2	1000	3725	32286	3.65	271290368.0	271290368.0
case-1000	query --features-summary	3	1000	3725	32286	3.41	271765504.0	271765504.0
case-1000	query --features-summary	4	1000	3725	32286	3.7	271773696.0	271773696.0
case-1000	query --features-summary	5	1000	3725	32286	3.67	272334848.0	272334848.0
case-1000	query --features-summary	6	1000	3725	32286	3.35	271810560.0	271810560.0
case-1000	query --features-summary	7	1000	3725	32286	3.37	271831040.0	271831040.0
case-1000	query --features-summary	8	1000	3725	32286	3.54	271728640.0	271728640.0
case-1000	query --features-summary	9	1000	3725	32286	3.68	271519744.0	271519744.0
case-1000	query --features-summary	10	1000	3725	32286	3.73	271683584.0	271683584.0
case-1000	list samples	1	1000	3725	32286	2.92	248688640.0	248688640.0
case-1000	list samples	2	1000	3725	32286	3.15	249085952.0	249085952.0
case-1000	list samples	3	1000	3725	32286	3.04	249044992.0	249044992.0
case-1000	list samples	4	1000	3725	32286	3.07	248864768.0	248864768.0
case-1000	list samples	5	1000	3725	32286	3.06	248840192.0	248840192.0
case-1000	list samples	6	1000	3725	32286	3.11	249212928.0	249212928.0
case-1000	list samples	7	1000	3725	32286	3.13	249143296.0	249143296.0
case-1000	list samples	8	1000	3725	32286	3.18	248545280.0	248545280.0
case-1000	list samples	9	1000	3725	32286	3.14	249032704.0	249032704.0
case-1000	list samples	10	1000	3725	32286	3.15	248705024.0	248705024.0
