Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
case-1000	db.samples_query	1000	3725	32286	200	1	0.0017923487200005184
case-1000	db.samples_query	1000	3725	32286	200	2	0.0017835958649993699
case-1000	db.samples_query	1000	3725	32286	200	3	0.001783315444999971
case-1000	db.samples_query	1000	3725	32286	200	4	0.0017699820200004978
case-1000	db.samples_query	1000	3725	32286	200	5	0.0017670047950014123
case-1000	db.samples_query	1000	3725	32286	200	6	0.0017670088499994563
case-1000	db.samples_query	1000	3725	32286	200	7	0.0017677794249993896
case-1000	db.samples_query	1000	3725	32286	200	8	0.0017670121600008315
case-1000	db.samples_query	1000	3725	32286	200	9	0.0017702514849997897
case-1000	db.samples_query	1000	3725	32286	200	10	0.0017807744600008845
case-1000	q.join	1000	3725	32286	1	1	0.24393980100012413
case-1000	q.join	1000	3725	32286	1	2	0.24410178400012228
case-1000	q.join	1000	3725	32286	1	3	0.24424738000016077
case-1000	q.join	1000	3725	32286	1	4	0.2460705590001453
case-1000	q.join	1000	3725	32286	1	5	0.2459007309998924
case-1000	q.join	1000	3725	32286	1	6	0.24597046600001704
case-1000	q.join	1000	3725	32286	1	7	0.247166444999948
case-1000	q.join	1000	3725	32286	1	8	0.24620528600007674
case-1000	q.join	1000	3725	32286	1	9	0.2466591120000885
case-1000	q.join	1000	3725	32286	1	10	0.24772965099964495
case-1000	q.features_summary	1000	3725	32286	1	1	0.307085367000127
case-1000	q.features_summary	1000	3725	32286	1	2	0.3056021369998234
case-1000	q.features_summary	1000	3725	32286	1	3	0.30554906499992285
case-1000	q.features_summary	1000	3725	32286	1	4	0.3044527909996759
case-1000	q.features_summary	1000	3725	32286	1	5	0.3055734949998623
case-1000	q.features_summary	1000	3725	32286	1	6	0.3054045160001806
case-1000	q.features_summary	1000	3725	32286	1	7	0.3067031109999334
case-1000	q.features_summary	1000	3725	32286	1	8	0.30636209900012545
case-1000	q.features_summary	1000	3725	32286	1	9	0.3058037030000378
case-1000	q.features_summary	1000	3725	32286	1	10	0.30828620600004797
case-1000	q.features_comparison	1000	3725	32286	1	1	1.9484111430001576
case-1000	q.features_comparison	1000	3725	32286	1	2	1.9467294339997352
case-1000	q.features_comparison	1000	3725	32286	1	3	1.9428799140000592
case-1000	q.features_comparison	1000	3725	32286	1	4	1.9617214840000088
case-1000	q.features_comparison	1000	3725	32286	1	5	1.9412004199998592
case-1000	q.features_comparison	1000	3725	32286	1	6	1.9246874229997957
case-1000	q.features_comparison	1000	3725	32286	1	7	1.9289819169998736
case-1000	q.features_comparison	1000	3725	32286	1	8	1.9388645040003212
case-1000	q.features_comparison	1000	3725	32286	1	9	1.9312640819998705
case-1000	q.features_comparison	1000	3725	32286	1	10	1.9221966190002604
case-1000	q.hasa	1000	3725	32286	5	1	0.07530861420000293
case-1000	q.hasa	1000	3725	32286	5	2	0.07531776640007593
case-1000	q.hasa	1000	3725	32286	5	3	0.07528499560003184
case-1000	q.hasa	1000	3725	32286	5	4	0.07520973900000172
case-1000	q.hasa	1000	3725	32286	5	5	0.07525159039996651
case-1000	q.hasa	1000	3725	32286	5	6	0.07528151039996374
case-1000	q.hasa	1000	3725	32286	5	7	0.07521829080005774
case-1000	q.hasa	1000	3725	32286	5	8	0.07526455260003787
case-1000	q.hasa	1000	3725	32286	5	9	0.07516863499995452
case-1000	q.hasa	1000	3725	32286	5	10	0.0753224168000088
case-1000	q.isa	1000	3725	32286	500	1	0.00043238667999958126
case-1000	q.isa	1000	3725	32286	500	2	0.0004319006039995656
case-1000	q.isa	1000	3725	32286	500	3	0.00043182014399917535
case-1000	q.isa	1000	3725	32286	500	4	0.0004324740940000993
case-1000	q.isa	1000	3725	32286	500	5	0.0004332634300008067
case-1000	q.isa	1000	3725	32286	500	6	0.0004310276779997366
case-1000	q.isa	1000	3725	32286	500	7	0.0004313031299998329
