Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
case-5000	db.samples_query	5000	5760	35663	50	1	0.006209099553525448
case-5000	db.samples_query	5000	5760	35663	50	2	0.006216242015361786
case-5000	db.samples_query	5000	5760	35663	50	3	0.006226351484656334
case-5000	db.samples_query	5000	5760	35663	50	4	0.006220641285181045
case-5000	db.samples_query	5000	5760	35663	50	5	0.0063355140015482906
case-5000	db.samples_query	5000	5760	35663	50	6	0.006195251196622849
case-5000	db.samples_query	5000	5760	35663	50	7	0.006208205670118332
case-5000	db.samples_query	5000	5760	35663	50	8	0.006237780153751374
case-5000	db.samples_query	5000	5760	35663	50	9	0.0062194699421525
case-5000	db.samples_query	5000	5760	35663	50	10	0.006208098158240318
case-5000	q.join	5000	5760	35663	1	1	0.3196900561451912
case-5000	q.join	5000	5760	35663	1	2	0.31955941393971443
case-5000	q.join	5000	5760	35663	1	3	0.32027145102620125
case-5000	q.join	5000	5760	35663	1	4	0.32028011605143547
case-5000	q.join	5000	5760	35663	1	5	0.32060972042381763
case-5000	q.join	5000	5760	35663	1	6	0.32068587094545364
case-5000	q.join	5000	5760	35663	1	7	0.3236790634691715
case-5000	q.join	5000	5760	35663	1	8	0.3201973345130682
case-5000	q.join	5000	5760	35663	1	9	0.3208937756717205
case-5000	q.join	5000	5760	35663	1	10	0.32081782817840576
case-5000	q.features_summary	5000	5760	35663	1	1	0.4873746782541275
case-5000	q.features_summary	5000	5760	35663	1	2	0.4751055836677551
case-5000	q.features_summary	5000	5760	35663	1	3	0.4746750947088003
case-5000	q.features_summary	5000	5760	35663	1	4	0.4725119583308697
case-5000	q.features_summary	5000	5760	35663	1	5	0.4715170469135046
case-5000	q.features_summary	5000	5760	35663	1	6	0.47319984063506126
case-5000	q.features_summary	5000	5760	35663	1	7	0.4724139291793108
case-5000	q.features_summary	5000	5760	35663	1	8	0.471692344173789
case-5000	q.features_summary	5000	5760	35663	1	9	0.47434891015291214
case-5000	q.features_summary	5000	5760	35663	1	10	0.4763115793466568
case-5000	q.features_comparison	5000	5760	35663	1	1	7.06767345033586
case-5000	q.features_comparison	5000	5760	35663	1	2	7.081224326044321
case-5000	q.features_comparison	5000	5760	35663	1	3	7.121194962412119
case-5000	q.features_comparison	5000	5760	35663	1	4	7.162153840065002
case-5000	q.features_comparison	5000	5760	35663	1	5	7.080927260220051
case-5000	q.features_comparison	5000	5760	35663	1	6	7.029329674318433
case-5000	q.features_comparison	5000	5760	35663	1	7	7.092127462849021
case-5000	q.features_comparison	5000	5760	35663	1	8	7.052695412188768
case-5000	q.features_comparison	5000	5760	35663	1	9	7.11165270768106
case-5000	q.features_comparison	5000	5760	35663	1	10	7.089298743754625
case-5000	q.hasa	5000	5760	35663	2	1	0.11156865861266851
case-5000	q.hasa	5000	5760	35663	2	2	0.11261736787855625
case-5000	q.hasa	5000	5760	35663	2	3	0.11148745846003294
case-5000	q.hasa	5000	5760	35663	2	4	0.11182174552232027
case-5000	q.hasa	5000	5760	35663	2	5	0.11156842578202486
