Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
case-10000-batch-10000	db.samples_query	10000	9186	39089	20	1	0.011864732392132283
case-10000-batch-10000	db.samples_query	10000	9186	39089	20	2	0.011866407003253698
case-10000-batch-10000	db.samples_query	10000	9186	39089	20	3	0.011848449613898993
case-10000-batch-10000	db.samples_query	10000	9186	39089	20	4	0.011908536776900291
case-10000-batch-10000	db.samples_query	10000	9186	39089	20	5	0.01186393154785037
case-10000-batch-10000	db.samples_query	10000	9186	39089	20	6	0.011864759493619204
case-10000-batch-10000	db.samples_query	10000	9186	39089	20	7	0.011872422602027654
case-10000-batch-10000	db.samples_query	10000	9186	39089	20	8	0.011894714459776879
case-10000-batch-10000	db.samples_query	10000	9186	39089	20	9	0.012175299413502216
case-10000-batch-10000	db.samples_query	10000	9186	39089	20	10	0.012246160116046668
case-10000-batch-10000	q.join	10000	9186	39089	1	1	0.35464164428412914
case-10000-batch-10000	q.join	10000	9186	39089	1	2	0.34527980349957943
case-10000-batch-10000	q.join	10000	9186	39089	1	3	0.34845371916890144
case-10000-batch-10000	q.join	10000	9186	39089	1	4	0.3486327547580004
case-10000-batch-10000	q.join	10000	9186	39089	1	5	0.34738823026418686
case-10000-batch-10000	q.join	10000	9186	39089	1	6	0.34748898074030876
case-10000-batch-10000	q.join	10000	9186	39089	1	7	0.3877792991697788
case-10000-batch-10000	q.join	10000	9186	39089	1	8	0.3494350928813219
case-10000-batch-10000	q.join	10000	9186	39089	1	9	0.34870362654328346
case-10000-batch-10000	q.join	10000	9186	39089	1	10	0.34869646839797497
case-10000-batch-10000	q.features_summary	10000	9186	39089	1	1	0.7426091860979795
case-10000-batch-10000	q.features_summary	10000	9186	39089	1	2	0.7460516970604658
case-10000-batch-10000	q.features_summary	10000	9186	39089	1	3	0.7426165640354156
case-10000-batch-10000	q.features_summary	10000	9186	39089	1	4	0.7445614170283079
case-10000-batch-10000	q.features_summary	10000	9186	39089	1	5	0.743324987590313
case-10000-batch-10000	q.features_summary	10000	9186	39089	1	6	0.7639221213757992
case-10000-batch-10000	q.features_summary	10000	9186	39089	1	7	0.7436348721385002
case-10000-batch-10000	q.features_summary	10000	9186	39089	1	8	0.741319727152586
case-10000-batch-10000	q.features_summary	10000	9186	39089	1	9	0.7430845070630312
case-10000-batch-10000	q.features_summary	10000	9186	39089	1	10	0.7434520702809095
case-10000-batch-10000	q.features_comparison	10000	9186	39089	1	1	16.606916235759854
case-10000-batch-10000	q.features_comparison	10000	9186	39089	1	2	16.6571981664747
case-10000-batch-10000	q.features_comparison	10000	9186	39089	1	3	16.666264936327934
case-10000-batch-10000	q.features_comparison	10000	9186	39089	1	4	16.738221660256386
case-10000-batch-10000	q.features_comparison	10000	9186	39089	1	5	16.690458243712783
case-10000-batch-10000	q.features_comparison	10000	9186	39089	1	6	16.50369962491095
case-10000-batch-10000	q.features_comparison	10000	9186	39089	1	7	16.61099448800087
case-10000-batch-10000	q.features_comparison	10000	9186	39089	1	8	16.678341940045357
case-10000-batch-10000	q.features_comparison	10000	9186	39089	1	9	16.556307539343834
case-10000-batch-10000	q.features_comparison	10000	9186	39089	1	10	20.906906135380268
case-10000-batch-10000	q.hasa	10000	9186	39089	2	1	0.12805968802422285
case-10000-batch-10000	q.hasa	10000	9186	39089	2	2	0.1282422561198473
case-10000-batch-10000	q.hasa	10000	9186	39089	2	3	0.12898943852633238
case-10000-batch-10000	q.hasa	10000	9186	39089	2	4	0.12830999866127968
case-10000-batch-10000	q.hasa	10000	9186	39089	2	5	0.12804232817143202
case-10000-batch-10000	q.hasa	10000	9186	39089	2	6	0.12815861776471138
case-10000-batch-10000	q.hasa	10000	9186	39089	2	7	0.12799336947500706
case-10000-batch-10000	q.hasa	10000	9186	39089	2	8	0.12837396282702684
case-10000-batch-10000	q.hasa	10000	9186	39089	2	9	0.12794392183423042
case-10000-batch-10000	q.hasa	10000	9186	39089	2	10	0.1278884643688798
case-10000-batch-10000	q.isa	10000	9186	39089	500	1	0.000870585609227419
case-10000-batch-10000	q.isa	10000	9186	39089	500	2	0.0008682771362364292
case-10000-batch-10000	q.isa	10000	9186	39089	500	3	0.0008690396994352341
case-10000-batch-10000	q.isa	10000	9186	39089	500	4	0.0008684482872486115
case-10000-batch-10000	q.isa	10000	9186	39089	500	5	0.0008682091645896434
case-10000-batch-10000	q.isa	10000	9186	39089	500	6	0.0008678480871021747
case-10000-batch-10000	q.isa	10000	9186	39089	500	7	0.000867770504206419
case-10000-batch-10000	q.isa	10000	9186	39089	500	8	0.0008697219453752041
case-10000-batch-10000	q.isa	10000	9186	39089	500	9	0.0008675626628100872
case-10000-batch-10000	q.isa	10000	9186	39089	500	10	0.000867036335170269
case-10000-batch-10000	q AND r	10000	9186	39089	10000	1	3.086270447820425e-05
case-10000-batch-10000	q AND r	10000	9186	39089	10000	2	3.077448457479477e-05
case-10000-batch-10000	q AND r	10000	9186	39089	10000	3	3.099345229566097e-05
case-10000-batch-10000	q AND r	10000	9186	39089	10000	4	3.0932807736098766e-05
case-10000-batch-10000	q AND r	10000	9186	39089	10000	5	3.120038174092769e-05
case-10000-batch-10000	q AND r	10000	9186	39089	10000	6	3.0837948434054854e-05
case-10000-batch-10000	q AND r	10000	9186	39089	10000	7	3.0873654037714e-05
case-10000-batch-10000	q AND r	10000	9186	39089	10000	8	3.0956331826746466e-05
case-10000-batch-10000	q AND r	10000	9186	39089	10000	9	3.0891907773911955e-05
case-10000-batch-10000	q AND r	10000	9186	39089	10000	10	3.089739140123129e-05
case-10000-batch-10000	q.toframe	10000	9186	39089	2	1	0.10321017634123564
case-10000-batch-10000	q.toframe	10000	9186	39089	2	2	0.10332678444683552
case-10000-batch-10000	q.toframe	10000	9186	39089	2	3	0.10380100831389427
case-10000-batch-10000	q.toframe	10000	9186	39089	2	4	0.10367453470826149
case-10000-batch-10000	q.toframe	10000	9186	39089	2	5	0.10356523934751749
case-10000-batch-10000	q.toframe	10000	9186	39089	2	6	0.10480694565922022
case-10000-batch-10000	q.toframe	10000	9186	39089	2	7	0.1033237837255001
case-10000-batch-10000	q.toframe	10000	9186	39089	2	8	0.10350772179663181
case-10000-batch-10000	q.toframe	10000	9186	39089	2	9	0.10322069842368364
case-10000-batch-10000	q.toframe	10000	9186	39089	2	10	0.10327191464602947
case-10000-batch-10000	q.summary	10000	9186	39089	1000	1	0.00035860074684023857
case-10000-batch-10000	q.summary	10000	9186	39089	1000	2	0.0003500226512551308
case-10000-batch-10000	q.summary	10000	9186	39089	1000	3	0.0003421368468552828
case-10000-batch-10000	q.summary	10000	9186	39089	1000	4	0.00034175918810069563
case-10000-batch-10000	q.summary	10000	9186	39089	1000	5	0.00035378197580575944
case-10000-batch-10000	q.summary	10000	9186	39089	1000	6	0.0003584289066493511
case-10000-batch-10000	q.summary	10000	9186	39089	1000	7	0.00035797976516187193
case-10000-batch-10000	q.summary	10000	9186	39089	1000	8	0.00035656083561480046
case-10000-batch-10000	q.summary	10000	9186	39089	1000	9	0.0003434443362057209
case-10000-batch-10000	q.summary	10000	9186	39089	1000	10	0.0003422502651810646
