Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
case-20	db.samples_query	20	61	11560	200	1	0.0011147824116051197
case-20	db.samples_query	20	61	11560	200	2	0.001110435239970684
case-20	db.samples_query	20	61	11560	200	3	0.0011106439400464297
case-20	db.samples_query	20	61	11560	200	4	0.0011240503843873738
case-20	db.samples_query	20	61	11560	200	5	0.0011075604613870382
case-20	db.samples_query	20	61	11560	200	6	0.0011001073755323887
case-20	db.samples_query	20	61	11560	200	7	0.001114488197490573
case-20	db.samples_query	20	61	11560	200	8	0.001106143845245242
case-20	db.samples_query	20	61	11560	200	9	0.0011117733456194401
case-20	db.samples_query	20	61	11560	200	10	0.001112503120675683
case-20	q.join	20	61	11560	1	1	0.26851372979581356
case-20	q.join	20	61	11560	1	2	0.2635706812143326
case-20	q.join	20	61	11560	1	3	0.26312940940260887
case-20	q.join	20	61	11560	1	4	0.2635511979460716
case-20	q.join	20	61	11560	1	5	0.26416751369833946
case-20	q.join	20	61	11560	1	6	0.2649971507489681
case-20	q.join	20	61	11560	1	7	0.2826688699424267
case-20	q.join	20	61	11560	1	8	0.26361787877976894
case-20	q.join	20	61	11560	1	9	0.26393134519457817
case-20	q.join	20	61	11560	1	10	0.26314396783709526
case-20	q.features_summary	20	61	11560	20	1	0.012007514853030444
case-20	q.features_summary	20	61	11560	20	2	0.01188357500359416
case-20	q.features_summary	20	61	11560	20	3	0.011837516073137521
case-20	q.features_summary	20	61	11560	20	4	0.011816413886845113
case-20	q.features_summary	20	61	11560	20	5	0.011760529968887568
case-20	q.features_summary	20	61	11560	20	6	0.011775402165949345
case-20	q.features_summary	20	61	11560	20	7	0.011753400694578886
case-20	q.features_summary	20	61	11560	20	8	0.011780684906989336
case-20	q.features_summary	20	61	11560	20	9	0.011752507369965314
case-20	q.features_summary	20	61	11560	20	10	0.01176310796290636
case-20	q.features_comparison	20	61	11560	20	1	0.018041641265153886
case-20	q.features_comparison	20	61	11560	20	2	0.017854659352451563
case-20	q.features_comparison	20	61	11560	20	3	0.017885157838463783
case-20	q.features_comparison	20	61	11560	20	4	0.017937664967030288
case-20	q.features_comparison	20	61	11560	20	5	0.017786053009331226
case-20	q.features_comparison	20	61	11560	20	6	0.017767785396426917
case-20	q.features_comparison	20	61	11560	20	7	0.0179589269682765
case-20	q.features_comparison	20	61	11560	20	8	0.01785417702049017
case-20	q.features_comparison	20	61	11560	20	9	0.017850776482373477
case-20	q.features_comparison	20	61	11560	20	10	0.017787901405245065
case-20	q.hasa	20	61	11560	50	1	0.010026321299374103
case-20	q.hasa	20	61	11560	50	2	0.009987157993018627
case-20	q.hasa	20	61	11560	50	3	0.009983907341957093
case-20	q.hasa	20	61	11560	50	4	0.010005011931061744
case-20	q.hasa	20	61	11560	50	5	0.009975052885711194
case-20	q.hasa	20	61	11560	50	6	0.009997742623090744
case-20	q.hasa	20	61	11560	50	7	0.00997621737420559
case-20	q.hasa	20	61	11560	50	8	0.009971914067864417
case-20	q.hasa	20	61	11560	50	9	0.009970870725810528
case-20	q.hasa	20	61	11560	50	10	0.01006409790366888
case-20	q.isa	20	61	11560	1000	1	0.00037068679556250575
case-20	q.isa	20	61	11560	1000	2	0.0003678451459854841
case-20	q.isa	20	61	11560	1000	3	0.00036765483766794204
case-20	q.isa	20	61	11560	1000	4	0.0003678406327962875
case-20	q.isa	20	61	11560	1000	5	0.0003679884225130081
case-20	q.isa	20	61	11560	1000	6	0.00036888529174029826
case-20	q.isa	20	61	11560	1000	7	0.00036754957772791385
case-20	q.isa	20	61	11560	1000	8	0.0003678636942058802
case-20	q.isa	20	61	11560	1000	9	0.0003685163799673319
case-20	q.isa	20	61	11560	1000	10	0.0003685580659657717
case-20	q AND r	20	61	11560	10000	1	2.003142051398754e-05
case-20	q AND r	20	61	11560	10000	2	2.0009114779531956e-05
case-20	q AND r	20	61	11560	10000	3	1.9979781098663807e-05
case-20	q AND r	20	61	11560	10000	4	2.009212002158165e-05
case-20	q AND r	20	61	11560	10000	5	2.0066522993147373e-05
case-20	q AND r	20	61	11560	10000	6	2.02149610966444e-05
case-20	q AND r	20	61	11560	10000	7	2.0084813237190245e-05
case-20	q AND r	20	61	11560	10000	8	2.0097363367676735e-05
case-20	q AND r	20	61	11560	10000	9	2.013146560639143e-05
case-20	q AND r	20	61	11560	10000	10	2.0137685164809228e-05
case-20	q.toframe	20	61	11560	100	1	0.003484500925987959
case-20	q.toframe	20	61	11560	100	2	0.0034761261381208897
case-20	q.toframe	20	61	11560	100	3	0.0034704397059977053
case-20	q.toframe	20	61	11560	100	4	0.003471988569945097
case-20	q.toframe	20	61	11560	100	5	0.0034901783056557178
case-20	q.toframe	20	61	11560	100	6	0.0034722380712628367
case-20	q.toframe	20	61	11560	100	7	0.0034786797873675823
case-20	q.toframe	20	61	11560	100	8	0.00346763763576746
case-20	q.toframe	20	61	11560	100	9	0.0034787917137145997
case-20	q.toframe	20	61	11560	100	10	0.0034671068005263806
case-20	q.summary	20	61	11560	1000	1	0.000362670598551631
case-20	q.summary	20	61	11560	1000	2	0.0003581392839550972
case-20	q.summary	20	61	11560	1000	3	0.0003573927041143179
case-20	q.summary	20	61	11560	1000	4	0.0003789201583713293
case-20	q.summary	20	61	11560	1000	5	0.00036020991019904613
case-20	q.summary	20	61	11560	1000	6	0.0003556301835924387
case-20	q.summary	20	61	11560	1000	7	0.0003599310591816902
case-20	q.summary	20	61	11560	1000	8	0.000354733744636178
case-20	q.summary	20	61	11560	1000	9	0.0003549696262925863
case-20	q.summary	20	61	11560	1000	10	0.00036863898672163486
case-20	q.isin (distance)	20	61	11560	200	1	0.00100358122959733
case-20	q.isin (distance)	20	61	11560	200	2	0.0010009285900741815
case-20	q.isin (distance)	20	61	11560	200	3	0.0010012835636734963
case-20	q.isin (distance)	20	61	11560	200	4	0.0009989750478416682
case-20	q.isin (distance)	20	61	11560	200	5	0.000997448991984129
case-20	q.isin (distance)	20	61	11560	200	6	0.0009976236429065466
case-20	q.isin (distance)	20	61	11560	200	7	0.0010002537351101637
case-20	q.isin (distance)	20	61	11560	200	8	0.0009973010607063771
case-20	q.isin (distance)	20	61	11560	200	9	0.0009975313767790794
case-20	q.isin (distance)	20	61	11560	200	10	0.000997565621510148
case-20	q.isin (mrca)	20	61	11560	500	1	0.0005144252516329289
case-20	q.isin (mrca)	20	61	11560	500	2	0.0005156972669064999
case-20	q.isin (mrca)	20	61	11560	500	3	0.0005134157165884971
case-20	q.isin (mrca)	20	61	11560	500	4	0.000514299537986517
case-20	q.isin (mrca)	20	61	11560	500	5	0.000513554722070694
case-20	q.isin (mrca)	20	61	11560	500	6	0.0005141145437955856
case-20	q.isin (mrca)	20	61	11560	500	7	0.0005142935663461685
case-20	q.isin (mrca)	20	61	11560	500	8	0.0005150930881500244
case-20	q.isin (mrca)	20	61	11560	500	9	0.0005137052945792675
case-20	q.isin (mrca)	20	61	11560	500	10	0.0005139070972800255
