Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
alpha-2.0-cov-30 (reads)	query hasa	1	59	974	974	2.74	220352512.0	220352512.0
alpha-2.0-cov-30 (reads)	query hasa	2	59	974	974	2.61	220549120.0	220549120.0
alpha-2.0-cov-30 (reads)	query hasa	3	59	974	974	2.7199999999999998	220807168.0	220807168.0
alpha-2.0-cov-30 (reads)	query hasa	4	59	974	974	2.77	220532736.0	220532736.0
alpha-2.0-cov-30 (reads)	query hasa	5	59	974	974	2.76	220487680.0	220487680.0
alpha-2.0-cov-30 (reads)	query hasa	6	59	974	974	2.63	220483584.0	220483584.0
alpha-2.0-cov-30 (reads)	query hasa	7	59	974	974	2.68	220655616.0	220655616.0
alpha-2.0-cov-30 (reads)	query hasa	8	59	974	974	2.7	220348416.0	220348416.0
alpha-2.0-cov-30 (reads)	query hasa	9	59	974	974	2.79	220155904.0	220155904.0
alpha-2.0-cov-30 (reads)	query hasa	10	59	974	974	2.79	220426240.0	220426240.0
alpha-2.0-cov-30 (reads)	query isa	1	59	974	974	2.79	220561408.0	220561408.0
alpha-2.0-cov-30 (reads)	query isa	2	59	974	974	2.73	220717056.0	220717056.0
alpha-2.0-cov-30 (reads)	query isa	3	59	974	974	2.82	220073984.0	220073984.0
alpha-2.0-cov-30 (reads)	query isa	4	59	974	974	2.81	220491776.0	220491776.0
alpha-2.0-cov-30 (reads)	query isa	5	59	974	974	2.66	220512256.0	220512256.0
alpha-2.0-cov-30 (reads)	query isa	6	59	974	974	2.74	220086272.0	220086272.0
alpha-2.0-cov-30 (reads)	query isa	7	59	974	974	2.82	220315648.0	220315648.0
alpha-2.0-cov-30 (reads)	query isa	8	59	974	974	2.6	220184576.0	220184576.0
alpha-2.0-cov-30 (reads)	query isa	9	59	974	974	2.59	220405760.0	220405760.0
alpha-2.0-cov-30 (reads)	query isa	10	59	974	974	2.69	220352512.0	220352512.0
alpha-2.0-cov-30 (reads)	query --summary	1	59	974	974	2.77	220069888.0	220069888.0
alpha-2.0-cov-30 (reads)	query --summary	2	59	974	974	2.61	220262400.0	220262400.0
alpha-2.0-cov-30 (reads)	query --summary	3	59	974	974	2.74	220258304.0	220258304.0
alpha-2.0-cov-30 (reads)	query --summary	4	59	974	974	2.87	220418048.0	220418048.0
alpha-2.0-cov-30 (reads)	query --summary	5	59	974	974	2.79	220291072.0	220291072.0
alpha-2.0-cov-30 (reads)	query --summary	6	59	974	974	2.63	219783168.0	219783168.0
alpha-2.0-cov-30 (reads)	query --summary	7	59	974	974	2.84	220385280.0	220385280.0
alpha-2.0-cov-30 (reads)	query --summary	8	59	974	974	2.77	220409856.0	220409856.0
alpha-2.0-cov-30 (reads)	query --summary	9	59	974	974	2.74	220176384.0	220176384.0
alpha-2.0-cov-30 (reads)	query --summary	10	59	974	974	2.7800000000000002	220086272.0	220086272.0
alpha-2.0-cov-30 (reads)	query --features-summary	1	59	974	974	2.86	226066432.0	226066432.0
alpha-2.0-cov-30 (reads)	query --features-summary	2	59	974	974	2.89	225234944.0	225234944.0
alpha-2.0-cov-30 (reads)	query --features-summary	3	59	974	974	2.93	225320960.0	225320960.0
alpha-2.0-cov-30 (reads)	query --features-summary	4	59	974	974	2.87	226095104.0	226095104.0
alpha-2.0-cov-30 (reads)	query --features-summary	5	59	974	974	2.84	225447936.0	225447936.0
alpha-2.0-cov-30 (reads)	query --features-summary	6	59	974	974	2.76	225476608.0	225476608.0
alpha-2.0-cov-30 (reads)	query --features-summary	7	59	974	974	3.04	225267712.0	225267712.0
alpha-2.0-cov-30 (reads)	query --features-summary	8	59	974	974	2.84	225251328.0	225251328.0
alpha-2.0-cov-30 (reads)	query --features-summary	9	59	974	974	2.98	225333248.0	225333248.0
alpha-2.0-cov-30 (reads)	query --features-summary	10	59	974	974	2.7	225636352.0	225636352.0
alpha-2.0-cov-30 (reads)	query isin	1	59	974	974	2.64	220594176.0	220594176.0
alpha-2.0-cov-30 (reads)	query isin	2	59	974	974	2.79	220209152.0	220209152.0
alpha-2.0-cov-30 (reads)	query isin	3	59	974	974	2.77	220102656.0	220102656.0
alpha-2.0-cov-30 (reads)	query isin	4	59	974	974	2.74	220708864.0	220708864.0
alpha-2.0-cov-30 (reads)	query isin	5	59	974	974	2.79	220254208.0	220254208.0
alpha-2.0-cov-30 (reads)	query isin	6	59	974	974	2.7199999999999998	220528640.0	220528640.0
alpha-2.0-cov-30 (reads)	query isin	7	59	974	974	2.8	220491776.0	220491776.0
alpha-2.0-cov-30 (reads)	query isin	8	59	974	974	2.66	220127232.0	220127232.0
alpha-2.0-cov-30 (reads)	query isin	9	59	974	974	2.84	220459008.0	220459008.0
alpha-2.0-cov-30 (reads)	query isin	10	59	974	974	2.77	220422144.0	220422144.0
alpha-2.0-cov-30 (reads)	list samples	1	59	974	974	2.7800000000000002	219475968.0	219475968.0
alpha-2.0-cov-30 (reads)	list samples	2	59	974	974	2.68	219000832.0	219000832.0
alpha-2.0-cov-30 (reads)	list samples	3	59	974	974	2.69	219897856.0	219897856.0
alpha-2.0-cov-30 (reads)	list samples	4	59	974	974	2.79	219385856.0	219385856.0
alpha-2.0-cov-30 (reads)	list samples	5	59	974	974	2.74	219672576.0	219672576.0
alpha-2.0-cov-30 (reads)	list samples	6	59	974	974	2.59	219508736.0	219508736.0
alpha-2.0-cov-30 (reads)	list samples	7	59	974	974	2.7800000000000002	219332608.0	219332608.0
alpha-2.0-cov-30 (reads)	list samples	8	59	974	974	2.79	219942912.0	219942912.0
alpha-2.0-cov-30 (reads)	list samples	9	59	974	974	2.75	219463680.0	219463680.0
alpha-2.0-cov-30 (reads)	list samples	10	59	974	974	2.64	219299840.0	219299840.0
