Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
alpha-2.0-cov-30 (assemblies)	db.samples_query	59	974	974	200	1	0.0016446130303665995
alpha-2.0-cov-30 (assemblies)	db.samples_query	59	974	974	200	2	0.0016306287096813322
alpha-2.0-cov-30 (assemblies)	db.samples_query	59	974	974	200	3	0.0016201116796582937
alpha-2.0-cov-30 (assemblies)	db.samples_query	59	974	974	200	4	0.0016226010210812093
alpha-2.0-cov-30 (assemblies)	db.samples_query	59	974	974	200	5	0.0016197203891351818
alpha-2.0-cov-30 (assemblies)	db.samples_query	59	974	974	200	6	0.0016187416994944215
alpha-2.0-cov-30 (assemblies)	db.samples_query	59	974	974	200	7	0.0016450881445780397
alpha-2.0-cov-30 (assemblies)	db.samples_query	59	974	974	200	8	0.0016371578862890601
alpha-2.0-cov-30 (assemblies)	db.samples_query	59	974	974	200	9	0.0016405592812225223
alpha-2.0-cov-30 (assemblies)	db.samples_query	59	974	974	200	10	0.0016331823682412506
alpha-2.0-cov-30 (assemblies)	q.join	59	974	974	100	1	0.002173223737627268
alpha-2.0-cov-30 (assemblies)	q.join	59	974	974	100	2	0.002174459993839264
alpha-2.0-cov-30 (assemblies)	q.join	59	974	974	100	3	0.002170743765309453
alpha-2.0-cov-30 (assemblies)	q.join	59	974	974	100	4	0.002180424993857741
alpha-2.0-cov-30 (assemblies)	q.join	59	974	974	100	5	0.0021869953535497188
alpha-2.0-cov-30 (assemblies)	q.join	59	974	974	100	6	0.0021743089798837902
alpha-2.0-cov-30 (assemblies)	q.join	59	974	974	100	7	0.002203167472034693
alpha-2.0-cov-30 (assemblies)	q.join	59	974	974	100	8	0.002262303065508604
alpha-2.0-cov-30 (assemblies)	q.join	59	974	974	100	9	0.0022780142817646265
alpha-2.0-cov-30 (assemblies)	q.join	59	974	974	100	10	0.0022870826348662374
alpha-2.0-cov-30 (assemblies)	q.features_summary	59	974	974	5	1	0.06622311789542437
alpha-2.0-cov-30 (assemblies)	q.features_summary	59	974	974	5	2	0.0664078714326024
alpha-2.0-cov-30 (assemblies)	q.features_summary	59	974	974	5	3	0.06627328265458346
alpha-2.0-cov-30 (assemblies)	q.features_summary	59	974	974	5	4	0.06881858371198177
alpha-2.0-cov-30 (assemblies)	q.features_summary	59	974	974	5	5	0.06749165579676628
alpha-2.0-cov-30 (assemblies)	q.features_summary	59	974	974	5	6	0.06656319238245487
alpha-2.0-cov-30 (assemblies)	q.features_summary	59	974	974	5	7	0.06649032719433308
alpha-2.0-cov-30 (assemblies)	q.features_summary	59	974	974	5	8	0.06640321910381317
alpha-2.0-cov-30 (assemblies)	q.features_summary	59	974	974	5	9	0.06732556857168674
alpha-2.0-cov-30 (assemblies)	q.features_summary	59	974	974	5	10	0.06695798616856337
alpha-2.0-cov-30 (assemblies)	q.features_comparison	59	974	974	5	1	0.07940830253064632
alpha-2.0-cov-30 (assemblies)	q.features_comparison	59	974	974	5	2	0.07622105740010739
alpha-2.0-cov-30 (assemblies)	q.features_comparison	59	974	974	5	3	0.07618494890630245
alpha-2.0-cov-30 (assemblies)	q.features_comparison	59	974	974	5	4	0.07814686242491006
alpha-2.0-cov-30 (assemblies)	q.features_comparison	59	974	974	5	5	0.07690569534897804
