Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
cov-10 (reads)	db.samples_query	59	915	20614	200	1	0.0016857886593788863
cov-10 (reads)	db.samples_query	59	915	20614	200	2	0.0016935997456312179
cov-10 (reads)	db.samples_query	59	915	20614	200	3	0.0016788556892424822
cov-10 (reads)	db.samples_query	59	915	20614	200	4	0.001675242902711034
cov-10 (reads)	db.samples_query	59	915	20614	200	5	0.0016613731067627669
cov-10 (reads)	db.samples_query	59	915	20614	200	6	0.0016640355531126261
cov-10 (reads)	db.samples_query	59	915	20614	200	7	0.0016711585549637675
cov-10 (reads)	db.samples_query	59	915	20614	200	8	0.0016612938791513443
cov-10 (reads)	db.samples_query	59	915	20614	200	9	0.0016629316750913859
cov-10 (reads)	db.samples_query	59	915	20614	200	10	0.0016650637751445174
cov-10 (reads)	q.join	59	915	20614	100	1	0.0021840294543653727
cov-10 (reads)	q.join	59	915	20614	100	2	0.0021750526782125233
cov-10 (reads)	q.join	59	915	20614	100	3	0.0021632130164653063
cov-10 (reads)	q.join	59	915	20614	100	4	0.0021708144433796404
cov-10 (reads)	q.join	59	915	20614	100	5	0.0021694340277463196
cov-10 (reads)	q.join	59	915	20614	100	6	0.0021662668231874705
cov-10 (reads)	q.join	59	915	20614	100	7	0.00216521012596786
cov-10 (reads)	q.join	59	915	20614	100	8	0.0021639283560216426
cov-10 (reads)	q.join	59	915	20614	100	9	0.0021468103118240833
cov-10 (reads)	q.join	59	915	20614	100	10	0.0021488066762685777
cov-10 (reads)	q.features_summary	59	915	20614	5	1	0.07345549762248993
cov-10 (reads)	q.features_summary	59	915	20614	5	2	0.07352796886116267
cov-10 (reads)	q.features_summary	59	915	20614	5	3	0.07346153929829598
cov-10 (reads)	q.features_summary	59	915	20614	5	4	0.0737028993666172
cov-10 (reads)	q.features_summary	59	915	20614	5	5	0.07334247883409262
cov-10 (reads)	q.features_summary	59	915	20614	5	6	0.07361442651599645
cov-10 (reads)	q.features_summary	59	915	20614	5	7	0.07342375535517931
cov-10 (reads)	q.features_summary	59	915	20614	5	8	0.07373010087758303
cov-10 (reads)	q.features_summary	59	915	20614	5	9	0.07372397184371948
cov-10 (reads)	q.features_summary	59	915	20614	5	10	0.0736860167235136
cov-10 (reads)	q.features_comparison	59	915	20614	5	1	0.08221562206745148
cov-10 (reads)	q.features_comparison	59	915	20614	5	2	0.0823211595416069
cov-10 (reads)	q.features_comparison	59	915	20614	5	3	0.0821755399927497
cov-10 (reads)	q.features_comparison	59	915	20614	5	4	0.08271372895687819
cov-10 (reads)	q.features_comparison	59	915	20614	5	5	0.08279100954532623
cov-10 (reads)	q.features_comparison	59	915	20614	5	6	0.08234155736863613
cov-10 (reads)	q.features_comparison	59	915	20614	5	7	0.08204968478530646
cov-10 (reads)	q.features_comparison	59	915	20614	5	8	0.08285574354231358
cov-10 (reads)	q.features_comparison	59	915	20614	5	9	0.08319070842117071
