Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
cov-10 (reads)	query hasa	1	59	915	20614	2.68	222625792.0	222625792.0
cov-10 (reads)	query hasa	2	59	915	20614	2.68	222916608.0	222916608.0
cov-10 (reads)	query hasa	3	59	915	20614	2.76	222416896.0	222416896.0
cov-10 (reads)	query hasa	4	59	915	20614	2.61	222277632.0	222277632.0
cov-10 (reads)	query hasa	5	59	915	20614	2.64	222482432.0	222482432.0
cov-10 (reads)	query hasa	6	59	915	20614	2.75	222449664.0	222449664.0
cov-10 (reads)	query hasa	7	59	915	20614	2.61	222756864.0	222756864.0
cov-10 (reads)	query hasa	8	59	915	20614	2.77	222359552.0	222359552.0
cov-10 (reads)	query hasa	9	59	915	20614	2.65	222330880.0	222330880.0
cov-10 (reads)	query hasa	10	59	915	20614	2.71	222650368.0	222650368.0
cov-10 (reads)	query isa	1	59	915	20614	2.7800000000000002	220315648.0	220315648.0
cov-10 (reads)	query isa	2	59	915	20614	2.62	220020736.0	220020736.0
cov-10 (reads)	query isa	3	59	915	20614	2.67	220377088.0	220377088.0
cov-10 (reads)	query isa	4	59	915	20614	2.7199999999999998	220291072.0	220291072.0
cov-10 (reads)	query isa	5	59	915	20614	2.67	220323840.0	220323840.0
cov-10 (reads)	query isa	6	59	915	20614	2.63	220233728.0	220233728.0
cov-10 (reads)	query isa	7	59	915	20614	2.76	219779072.0	219779072.0
cov-10 (reads)	query isa	8	59	915	20614	2.69	220389376.0	220389376.0
cov-10 (reads)	query isa	9	59	915	20614	2.66	220368896.0	220368896.0
cov-10 (reads)	query isa	10	59	915	20614	2.66	220270592.0	220270592.0
cov-10 (reads)	query --summary	1	59	915	20614	2.66	219787264.0	219787264.0
cov-10 (reads)	query --summary	2	59	915	20614	2.63	220164096.0	220164096.0
cov-10 (reads)	query --summary	3	59	915	20614	2.75	220418048.0	220418048.0
cov-10 (reads)	query --summary	4	59	915	20614	2.64	220119040.0	220119040.0
cov-10 (reads)	query --summary	5	59	915	20614	2.7800000000000002	219942912.0	219942912.0
cov-10 (reads)	query --summary	6	59	915	20614	2.67	220315648.0	220315648.0
cov-10 (reads)	query --summary	7	59	915	20614	2.67	219881472.0	219881472.0
cov-10 (reads)	query --summary	8	59	915	20614	2.66	220237824.0	220237824.0
cov-10 (reads)	query --summary	9	59	915	20614	2.79	219729920.0	219729920.0
cov-10 (reads)	query --summary	10	59	915	20614	2.64	219906048.0	219906048.0
cov-10 (reads)	query --features-summary	1	59	915	20614	2.94	227094528.0	227094528.0
cov-10 (reads)	query --features-summary	2	59	915	20614	2.92	226979840.0	226979840.0
cov-10 (reads)	query --features-summary	3	59	915	20614	2.84	226930688.0	226930688.0
cov-10 (reads)	query --features-summary	4	59	915	20614	2.83	227590144.0	227590144.0
cov-10 (reads)	query --features-summary	5	59	915	20614	2.82	227475456.0	227475456.0
cov-10 (reads)	query --features-summary	6	59	915	20614	2.87	227508224.0	227508224.0
cov-10 (reads)	query --features-summary	7	59	915	20614	2.83	227160064.0	227160064.0
cov-10 (reads)	query --features-summary	8	59	915	20614	2.8	226758656.0	226758656.0
cov-10 (reads)	query --features-summary	9	59	915	20614	2.82	227061760.0	227061760.0
cov-10 (reads)	query --features-summary	10	59	915	20614	2.85	227323904.0	227323904.0
cov-10 (reads)	query isin	1	59	915	20614	2.79	220643328.0	220643328.0
cov-10 (reads)	query isin	2	59	915	20614	2.68	220135424.0	220135424.0
cov-10 (reads)	query isin	3	59	915	20614	2.75	220516352.0	220516352.0
cov-10 (reads)	query isin	4	59	915	20614	2.65	220942336.0	220942336.0
cov-10 (reads)	query isin	5	59	915	20614	2.66	220848128.0	220848128.0
cov-10 (reads)	query isin	6	59	915	20614	2.67	220827648.0	220827648.0
cov-10 (reads)	query isin	7	59	915	20614	2.82	221077504.0	221077504.0
cov-10 (reads)	query isin	8	59	915	20614	2.64	220807168.0	220807168.0
cov-10 (reads)	query isin	9	59	915	20614	2.66	219930624.0	219930624.0
cov-10 (reads)	query isin	10	59	915	20614	2.63	220200960.0	220200960.0
cov-10 (reads)	list samples	1	59	915	20614	2.76	219525120.0	219525120.0
cov-10 (reads)	list samples	2	59	915	20614	2.62	219459584.0	219459584.0
cov-10 (reads)	list samples	3	59	915	20614	2.7	219783168.0	219783168.0
cov-10 (reads)	list samples	4	59	915	20614	2.64	219078656.0	219078656.0
cov-10 (reads)	list samples	5	59	915	20614	2.7800000000000002	219639808.0	219639808.0
cov-10 (reads)	list samples	6	59	915	20614	2.7199999999999998	219131904.0	219131904.0
cov-10 (reads)	list samples	7	59	915	20614	2.67	219226112.0	219226112.0
cov-10 (reads)	list samples	8	59	915	20614	2.69	219389952.0	219389952.0
cov-10 (reads)	list samples	9	59	915	20614	2.74	219295744.0	219295744.0
cov-10 (reads)	list samples	10	59	915	20614	2.62	219312128.0	219312128.0
