Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
alpha-0.5-cov-30 (reads)	query hasa	1	59	2168	4462	2.6	221057024.0	221057024.0
alpha-0.5-cov-30 (reads)	query hasa	2	59	2168	4462	2.7199999999999998	220323840.0	220323840.0
alpha-0.5-cov-30 (reads)	query hasa	3	59	2168	4462	2.57	221093888.0	221093888.0
alpha-0.5-cov-30 (reads)	query hasa	4	59	2168	4462	2.77	220966912.0	220966912.0
alpha-0.5-cov-30 (reads)	query hasa	5	59	2168	4462	2.7800000000000002	220725248.0	220725248.0
alpha-0.5-cov-30 (reads)	query hasa	6	59	2168	4462	2.59	221093888.0	221093888.0
alpha-0.5-cov-30 (reads)	query hasa	7	59	2168	4462	2.55	220672000.0	220672000.0
alpha-0.5-cov-30 (reads)	query hasa	8	59	2168	4462	2.82	220655616.0	220655616.0
alpha-0.5-cov-30 (reads)	query hasa	9	59	2168	4462	2.77	220770304.0	220770304.0
alpha-0.5-cov-30 (reads)	query hasa	10	59	2168	4462	2.75	220545024.0	220545024.0
alpha-0.5-cov-30 (reads)	query isa	1	59	2168	4462	2.8	220143616.0	220143616.0
alpha-0.5-cov-30 (reads)	query isa	2	59	2168	4462	2.57	220196864.0	220196864.0
alpha-0.5-cov-30 (reads)	query isa	3	59	2168	4462	2.81	220209152.0	220209152.0
alpha-0.5-cov-30 (reads)	query isa	4	59	2168	4462	2.79	220467200.0	220467200.0
alpha-0.5-cov-30 (reads)	query isa	5	59	2168	4462	2.66	220147712.0	220147712.0
alpha-0.5-cov-30 (reads)	query isa	6	59	2168	4462	2.87	220106752.0	220106752.0
alpha-0.5-cov-30 (reads)	query isa	7	59	2168	4462	2.6	220004352.0	220004352.0
alpha-0.5-cov-30 (reads)	query isa	8	59	2168	4462	2.64	220028928.0	220028928.0
alpha-0.5-cov-30 (reads)	query isa	9	59	2168	4462	2.85	220438528.0	220438528.0
alpha-0.5-cov-30 (reads)	query isa	10	59	2168	4462	2.57	220348416.0	220348416.0
alpha-0.5-cov-30 (reads)	query --summary	1	59	2168	4462	2.75	220053504.0	220053504.0
alpha-0.5-cov-30 (reads)	query --summary	2	59	2168	4462	2.65	220217344.0	220217344.0
alpha-0.5-cov-30 (reads)	query --summary	3	59	2168	4462	2.83	219774976.0	219774976.0
alpha-0.5-cov-30 (reads)	query --summary	4	59	2168	4462	2.66	220782592.0	220782592.0
alpha-0.5-cov-30 (reads)	query --summary	5	59	2168	4462	2.71	220229632.0	220229632.0
alpha-0.5-cov-30 (reads)	query --summary	6	59	2168	4462	2.69	219987968.0	219987968.0
alpha-0.5-cov-30 (reads)	query --summary	7	59	2168	4462	2.73	219488256.0	219488256.0
alpha-0.5-cov-30 (reads)	query --summary	8	59	2168	4462	2.71	220053504.0	220053504.0
alpha-0.5-cov-30 (reads)	query --summary	9	59	2168	4462	2.77	220266496.0	220266496.0
alpha-0.5-cov-30 (reads)	query --summary	10	59	2168	4462	2.68	220246016.0	220246016.0
alpha-0.5-cov-30 (reads)	query --features-summary	1	59	2168	4462	3.08	230801408.0	230801408.0
alpha-0.5-cov-30 (reads)	query --features-summary	2	59	2168	4462	2.94	230174720.0	230174720.0
alpha-0.5-cov-30 (reads)	query --features-summary	3	59	2168	4462	2.91	230649856.0	230649856.0
alpha-0.5-cov-30 (reads)	query --features-summary	4	59	2168	4462	2.93	230453248.0	230453248.0
alpha-0.5-cov-30 (reads)	query --features-summary	5	59	2168	4462	2.92	230371328.0	230371328.0
alpha-0.5-cov-30 (reads)	query --features-summary	6	59	2168	4462	2.89	230883328.0	230883328.0
alpha-0.5-cov-30 (reads)	query --features-summary	7	59	2168	4462	2.92	230305792.0	230305792.0
alpha-0.5-cov-30 (reads)	query --features-summary	8	59	2168	4462	2.94	230400000.0	230400000.0
alpha-0.5-cov-30 (reads)	query --features-summary	9	59	2168	4462	2.99	230154240.0	230154240.0
alpha-0.5-cov-30 (reads)	query --features-summary	10	59	2168	4462	2.98	230940672.0	230940672.0
alpha-0.5-cov-30 (reads)	query isin	1	59	2168	4462	2.71	220737536.0	220737536.0
alpha-0.5-cov-30 (reads)	query isin	2	59	2168	4462	2.69	220422144.0	220422144.0
alpha-0.5-cov-30 (reads)	query isin	3	59	2168	4462	2.73	220291072.0	220291072.0
alpha-0.5-cov-30 (reads)	query isin	4	59	2168	4462	2.7	220483584.0	220483584.0
alpha-0.5-cov-30 (reads)	query isin	5	59	2168	4462	2.68	220315648.0	220315648.0
alpha-0.5-cov-30 (reads)	query isin	6	59	2168	4462	2.69	220573696.0	220573696.0
alpha-0.5-cov-30 (reads)	query isin	7	59	2168	4462	2.68	220807168.0	220807168.0
alpha-0.5-cov-30 (reads)	query isin	8	59	2168	4462	2.69	220327936.0	220327936.0
alpha-0.5-cov-30 (reads)	query isin	9	59	2168	4462	2.7800000000000002	220483584.0	220483584.0
alpha-0.5-cov-30 (reads)	query isin	10	59	2168	4462	2.7	220454912.0	220454912.0
alpha-0.5-cov-30 (reads)	list samples	1	59	2168	4462	2.8	219316224.0	219316224.0
alpha-0.5-cov-30 (reads)	list samples	2	59	2168	4462	2.7	219648000.0	219648000.0
alpha-0.5-cov-30 (reads)	list samples	3	59	2168	4462	2.66	219090944.0	219090944.0
alpha-0.5-cov-30 (reads)	list samples	4	59	2168	4462	2.68	219267072.0	219267072.0
alpha-0.5-cov-30 (reads)	list samples	5	59	2168	4462	2.82	219365376.0	219365376.0
alpha-0.5-cov-30 (reads)	list samples	6	59	2168	4462	2.66	219447296.0	219447296.0
alpha-0.5-cov-30 (reads)	list samples	7	59	2168	4462	2.79	219328512.0	219328512.0
alpha-0.5-cov-30 (reads)	list samples	8	59	2168	4462	2.85	219656192.0	219656192.0
alpha-0.5-cov-30 (reads)	list samples	9	59	2168	4462	2.68	219500544.0	219500544.0
alpha-0.5-cov-30 (reads)	list samples	10	59	2168	4462	2.67	219762688.0	219762688.0
