Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
case-2000-batch-10000	db.samples_query	2000	2656	32489	100	1	0.0028770328499376774
case-2000-batch-10000	db.samples_query	2000	2656	32489	100	2	0.0028821970149874687
case-2000-batch-10000	db.samples_query	2000	2656	32489	100	3	0.0028862780332565307
case-2000-batch-10000	db.samples_query	2000	2656	32489	100	4	0.002873347960412502
case-2000-batch-10000	db.samples_query	2000	2656	32489	100	5	0.0028648233599960805
case-2000-batch-10000	db.samples_query	2000	2656	32489	100	6	0.0028762193955481053
case-2000-batch-10000	db.samples_query	2000	2656	32489	100	7	0.002867501564323902
case-2000-batch-10000	db.samples_query	2000	2656	32489	100	8	0.002866869866847992
case-2000-batch-10000	db.samples_query	2000	2656	32489	100	9	0.002843808364123106
case-2000-batch-10000	db.samples_query	2000	2656	32489	100	10	0.002894259747117758
case-2000-batch-10000	q.join	2000	2656	32489	1	1	0.2842188309878111
case-2000-batch-10000	q.join	2000	2656	32489	1	2	0.2884390465915203
case-2000-batch-10000	q.join	2000	2656	32489	1	3	0.2852543741464615
case-2000-batch-10000	q.join	2000	2656	32489	1	4	0.28512437269091606
case-2000-batch-10000	q.join	2000	2656	32489	1	5	0.28503235429525375
case-2000-batch-10000	q.join	2000	2656	32489	1	6	0.285700423642993
case-2000-batch-10000	q.join	2000	2656	32489	1	7	0.2846632916480303
case-2000-batch-10000	q.join	2000	2656	32489	1	8	0.2850393410772085
case-2000-batch-10000	q.join	2000	2656	32489	1	9	0.2850323263555765
case-2000-batch-10000	q.join	2000	2656	32489	1	10	0.28463419899344444
case-2000-batch-10000	q.features_summary	2000	2656	32489	1	1	0.2267714086920023
case-2000-batch-10000	q.features_summary	2000	2656	32489	1	2	0.2239834051579237
case-2000-batch-10000	q.features_summary	2000	2656	32489	1	3	0.22646882757544518
case-2000-batch-10000	q.features_summary	2000	2656	32489	1	4	0.22351374849677086
case-2000-batch-10000	q.features_summary	2000	2656	32489	1	5	0.2217279076576233
case-2000-batch-10000	q.features_summary	2000	2656	32489	1	6	0.22289678640663624
case-2000-batch-10000	q.features_summary	2000	2656	32489	1	7	0.23353281617164612
case-2000-batch-10000	q.features_summary	2000	2656	32489	1	8	0.22254805266857147
case-2000-batch-10000	q.features_summary	2000	2656	32489	1	9	0.221534987911582
case-2000-batch-10000	q.features_summary	2000	2656	32489	1	10	0.22265039011836052
case-2000-batch-10000	q.features_comparison	2000	2656	32489	1	1	1.530379991978407
case-2000-batch-10000	q.features_comparison	2000	2656	32489	1	2	1.523321894928813
case-2000-batch-10000	q.features_comparison	2000	2656	32489	1	3	1.5399875417351723
case-2000-batch-10000	q.features_comparison	2000	2656	32489	1	4	1.528422648087144
case-2000-batch-10000	q.features_comparison	2000	2656	32489	1	5	1.5406641829758883
case-2000-batch-10000	q.features_comparison	2000	2656	32489	1	6	1.551235120743513
case-2000-batch-10000	q.features_comparison	2000	2656	32489	1	7	1.5342492535710335
case-2000-batch-10000	q.features_comparison	2000	2656	32489	1	8	1.5374437253922224
case-2000-batch-10000	q.features_comparison	2000	2656	32489	1	9	1.5224175155162811
case-2000-batch-10000	q.features_comparison	2000	2656	32489	1	10	1.5171834025532007
case-2000-batch-10000	q.hasa	2000	2656	32489	5	1	0.08373119942843914
case-2000-batch-10000	q.hasa	2000	2656	32489	5	2	0.0829474288970232
case-2000-batch-10000	q.hasa	2000	2656	32489	5	3	0.08279223442077636
case-2000-batch-10000	q.hasa	2000	2656	32489	5	4	0.08297056555747986
case-2000-batch-10000	q.hasa	2000	2656	32489	5	5	0.0830539245158434
case-2000-batch-10000	q.hasa	2000	2656	32489	5	6	0.08282376788556575
case-2000-batch-10000	q.hasa	2000	2656	32489	5	7	0.08269604258239269
case-2000-batch-10000	q.hasa	2000	2656	32489	5	8	0.08277291171252728
case-2000-batch-10000	q.hasa	2000	2656	32489	5	9	0.08288036026060581
case-2000-batch-10000	q.hasa	2000	2656	32489	5	10	0.08291853405535221
case-2000-batch-10000	q.isa	2000	2656	32489	500	1	0.0004699396938085556
case-2000-batch-10000	q.isa	2000	2656	32489	500	2	0.00047264302894473075
case-2000-batch-10000	q.isa	2000	2656	32489	500	3	0.0004696642793715
case-2000-batch-10000	q.isa	2000	2656	32489	500	4	0.00047069702297449113
case-2000-batch-10000	q.isa	2000	2656	32489	500	5	0.0004701663963496685
case-2000-batch-10000	q.isa	2000	2656	32489	500	6	0.00047065891325473783
case-2000-batch-10000	q.isa	2000	2656	32489	500	7	0.0004699681513011456
case-2000-batch-10000	q.isa	2000	2656	32489	500	8	0.0004735741652548313
case-2000-batch-10000	q.isa	2000	2656	32489	500	9	0.0004701626449823379
case-2000-batch-10000	q.isa	2000	2656	32489	500	10	0.00047025952115654945
case-2000-batch-10000	q AND r	2000	2656	32489	10000	1	2.0853842236101627e-05
case-2000-batch-10000	q AND r	2000	2656	32489	10000	2	2.083390802145004e-05
case-2000-batch-10000	q AND r	2000	2656	32489	10000	3	2.092558741569519e-05
case-2000-batch-10000	q AND r	2000	2656	32489	10000	4	2.104999404400587e-05
case-2000-batch-10000	q AND r	2000	2656	32489	10000	5	2.087074536830187e-05
case-2000-batch-10000	q AND r	2000	2656	32489	10000	6	2.077675871551037e-05
case-2000-batch-10000	q AND r	2000	2656	32489	10000	7	2.0772818289697172e-05
case-2000-batch-10000	q AND r	2000	2656	32489	10000	8	2.0843794755637647e-05
case-2000-batch-10000	q AND r	2000	2656	32489	10000	9	2.079912777990103e-05
case-2000-batch-10000	q AND r	2000	2656	32489	10000	10	2.0856015384197234e-05
case-2000-batch-10000	q.toframe	2000	2656	32489	10	1	0.02209354192018509
case-2000-batch-10000	q.toframe	2000	2656	32489	10	2	0.022073204815387725
case-2000-batch-10000	q.toframe	2000	2656	32489	10	3	0.022083554416894913
case-2000-batch-10000	q.toframe	2000	2656	32489	10	4	0.022082402370870113
case-2000-batch-10000	q.toframe	2000	2656	32489	10	5	0.02209611050784588
case-2000-batch-10000	q.toframe	2000	2656	32489	10	6	0.022275257110595702
case-2000-batch-10000	q.toframe	2000	2656	32489	10	7	0.022094453684985638
case-2000-batch-10000	q.toframe	2000	2656	32489	10	8	0.023393747955560686
case-2000-batch-10000	q.toframe	2000	2656	32489	10	9	0.02247150633484125
case-2000-batch-10000	q.toframe	2000	2656	32489	10	10	0.022102344036102294
case-2000-batch-10000	q.summary	2000	2656	32489	1000	1	0.0003533854652196169
case-2000-batch-10000	q.summary	2000	2656	32489	1000	2	0.000356765640899539
case-2000-batch-10000	q.summary	2000	2656	32489	1000	3	0.00035275933519005775
case-2000-batch-10000	q.summary	2000	2656	32489	1000	4	0.0003535604327917099
case-2000-batch-10000	q.summary	2000	2656	32489	1000	5	0.00036488918587565425
case-2000-batch-10000	q.summary	2000	2656	32489	1000	6	0.00036390472203493116
case-2000-batch-10000	q.summary	2000	2656	32489	1000	7	0.0003685874119400978
case-2000-batch-10000	q.summary	2000	2656	32489	1000	8	0.00038042392767965793
case-2000-batch-10000	q.summary	2000	2656	32489	1000	9	0.00038497489504516125
case-2000-batch-10000	q.summary	2000	2656	32489	1000	10	0.00037117178924381733
