Name	Kind	Number samples	Number features (no unknown)	Number features (all)	Number executions	Iteration	Time
case-500	db.samples_query	500	1401	30534	50	1	0.008592350371181966
case-500	db.samples_query	500	1401	30534	50	2	0.008527849353849887
case-500	db.samples_query	500	1401	30534	50	3	0.008501970246434211
case-500	db.samples_query	500	1401	30534	50	4	0.008618518076837063
case-500	db.samples_query	500	1401	30534	50	5	0.008516446352005005
case-500	db.samples_query	500	1401	30534	50	6	0.008525607995688916
case-500	db.samples_query	500	1401	30534	50	7	0.008471007198095322
case-500	db.samples_query	500	1401	30534	50	8	0.0085350351780653
case-500	db.samples_query	500	1401	30534	50	9	0.008542007692158222
case-500	db.samples_query	500	1401	30534	50	10	0.008498399145901203
case-500	q.join	500	1401	30534	1	1	0.2622382175177336
case-500	q.join	500	1401	30534	1	2	0.2610270492732525
case-500	q.join	500	1401	30534	1	3	0.260306254029274
case-500	q.join	500	1401	30534	1	4	0.26153101958334446
case-500	q.join	500	1401	30534	1	5	0.26005784422159195
case-500	q.join	500	1401	30534	1	6	0.26003551483154297
case-500	q.join	500	1401	30534	1	7	0.26076333969831467
case-500	q.join	500	1401	30534	1	8	0.2604734040796757
case-500	q.join	500	1401	30534	1	9	0.2596040442585945
case-500	q.join	500	1401	30534	1	10	0.2602065745741129
case-500	q.features_summary	500	1401	30534	2	1	0.12498971447348595
case-500	q.features_summary	500	1401	30534	2	2	0.12448660470545292
case-500	q.features_summary	500	1401	30534	2	3	0.1246178038418293
case-500	q.features_summary	500	1401	30534	2	4	0.12460022792220116
case-500	q.features_summary	500	1401	30534	2	5	0.12426469381898642
case-500	q.features_summary	500	1401	30534	2	6	0.12448581121861935
case-500	q.features_summary	500	1401	30534	2	7	0.12402716372162104
case-500	q.features_summary	500	1401	30534	2	8	0.12450695782899857
case-500	q.features_summary	500	1401	30534	2	9	0.12434263434261084
case-500	q.features_summary	500	1401	30534	2	10	0.1246337415650487
case-500	q.features_comparison	500	1401	30534	1	1	0.40273580327630043
case-500	q.features_comparison	500	1401	30534	1	2	0.396357798948884
case-500	q.features_comparison	500	1401	30534	1	3	0.3964661080390215
case-500	q.features_comparison	500	1401	30534	1	4	0.40452441573143005
case-500	q.features_comparison	500	1401	30534	1	5	0.395016897469759
case-500	q.features_comparison	500	1401	30534	1	6	0.3914985191076994
case-500	q.features_comparison	500	1401	30534	1	7	0.395676227286458
case-500	q.features_comparison	500	1401	30534	1	8	0.39513018541038036
case-500	q.features_comparison	500	1401	30534	1	9	0.3965925984084606
case-500	q.features_comparison	500	1401	30534	1	10	0.39680697955191135
case-500	q.hasa	500	1401	30534	5	1	0.0665287259966135
case-500	q.hasa	500	1401	30534	5	2	0.06633143723011017
case-500	q.hasa	500	1401	30534	5	3	0.06626084707677364
case-500	q.hasa	500	1401	30534	5	4	0.06626728959381581
case-500	q.hasa	500	1401	30534	5	5	0.06626527681946755
case-500	q.hasa	500	1401	30534	5	6	0.06643723398447036
case-500	q.hasa	500	1401	30534	5	7	0.06628436967730522
case-500	q.hasa	500	1401	30534	5	8	0.06638406962156296
case-500	q.hasa	500	1401	30534	5	9	0.0661732792854309
case-500	q.hasa	500	1401	30534	5	10	0.0665699802339077
case-500	q.isa	500	1401	30534	1000	1	0.00038269338011741636
case-500	q.isa	500	1401	30534	1000	2	0.00038191650994122027
case-500	q.isa	500	1401	30534	1000	3	0.00038349945470690725
case-500	q.isa	500	1401	30534	1000	4	0.0003822137359529734
case-500	q.isa	500	1401	30534	1000	5	0.00038207250833511354
case-500	q.isa	500	1401	30534	1000	6	0.00038198492489755154
case-500	q.isa	500	1401	30534	1000	7	0.00038206479139626026
case-500	q.isa	500	1401	30534	1000	8	0.0003817336931824684
case-500	q.isa	500	1401	30534	1000	9	0.0003867612108588219
case-500	q.isa	500	1401	30534	1000	10	0.0003815868590027094
case-500	q AND r	500	1401	30534	10000	1	2.1439594775438308e-05
case-500	q AND r	500	1401	30534	10000	2	2.1385791338980197e-05
case-500	q AND r	500	1401	30534	10000	3	2.1400091610848903e-05
case-500	q AND r	500	1401	30534	10000	4	2.141796126961708e-05
case-500	q AND r	500	1401	30534	10000	5	2.1358650736510753e-05
case-500	q AND r	500	1401	30534	10000	6	2.1369318291544913e-05
case-500	q AND r	500	1401	30534	10000	7	2.135448809713125e-05
case-500	q AND r	500	1401	30534	10000	8	2.135108206421137e-05
case-500	q AND r	500	1401	30534	10000	9	2.135645169764757e-05
case-500	q AND r	500	1401	30534	10000	10	2.1383792720735075e-05
case-500	q.toframe	500	1401	30534	50	1	0.008263617753982544
case-500	q.toframe	500	1401	30534	50	2	0.008249360769987106
case-500	q.toframe	500	1401	30534	50	3	0.008264018706977367
case-500	q.toframe	500	1401	30534	50	4	0.008244400434195996
case-500	q.toframe	500	1401	30534	50	5	0.008235683999955654
case-500	q.toframe	500	1401	30534	50	6	0.008234922289848328
case-500	q.toframe	500	1401	30534	50	7	0.008234964422881604
case-500	q.toframe	500	1401	30534	50	8	0.008253281041979789
case-500	q.toframe	500	1401	30534	50	9	0.008229974508285522
case-500	q.toframe	500	1401	30534	50	10	0.008227005675435066
case-500	q.summary	500	1401	30534	1000	1	0.0003559716697782278
case-500	q.summary	500	1401	30534	1000	2	0.00035008831322193144
case-500	q.summary	500	1401	30534	1000	3	0.0003491460606455803
case-500	q.summary	500	1401	30534	1000	4	0.00035572547651827334
case-500	q.summary	500	1401	30534	1000	5	0.0003578563891351223
case-500	q.summary	500	1401	30534	1000	6	0.0003493700418621302
case-500	q.summary	500	1401	30534	1000	7	0.00034807142429053785
case-500	q.summary	500	1401	30534	1000	8	0.00035389227233827115
case-500	q.summary	500	1401	30534	1000	9	0.0003675422146916389
case-500	q.summary	500	1401	30534	1000	10	0.00034757981449365616
case-500	q.isin (distance)	500	1401	30534	10	1	0.030833542905747892
case-500	q.isin (distance)	500	1401	30534	10	2	0.03068969678133726
case-500	q.isin (distance)	500	1401	30534	10	3	0.030639860779047012
case-500	q.isin (distance)	500	1401	30534	10	4	0.030742733925580978
case-500	q.isin (distance)	500	1401	30534	10	5	0.030650405399501323
case-500	q.isin (distance)	500	1401	30534	10	6	0.030625530518591404
case-500	q.isin (distance)	500	1401	30534	10	7	0.030657608062028885
case-500	q.isin (distance)	500	1401	30534	10	8	0.03068477548658848
case-500	q.isin (distance)	500	1401	30534	10	9	0.030735795944929124
case-500	q.isin (distance)	500	1401	30534	10	10	0.030687279254198074
case-500	q.isin (mrca)	500	1401	30534	50	1	0.00406665239483118
case-500	q.isin (mrca)	500	1401	30534	50	2	0.0040627666935324665
case-500	q.isin (mrca)	500	1401	30534	50	3	0.003946604393422604
case-500	q.isin (mrca)	500	1401	30534	50	4	0.003927181847393513
case-500	q.isin (mrca)	500	1401	30534	50	5	0.0039060716331005096
case-500	q.isin (mrca)	500	1401	30534	50	6	0.003906567841768265
case-500	q.isin (mrca)	500	1401	30534	50	7	0.003900410458445549
case-500	q.isin (mrca)	500	1401	30534	50	8	0.003913055993616581
case-500	q.isin (mrca)	500	1401	30534	50	9	0.003905700519680977
case-500	q.isin (mrca)	500	1401	30534	50	10	0.0039038543030619622
