Name	Kind	Iteration	Number samples	Number features (no unknown)	Number features (all)	Runtime	Memory (max)	Mmemory (max/process)
case-500	query hasa	1	500	1401	30534	2.65	224763904.0	224763904.0
case-500	query hasa	2	500	1401	30534	2.87	224305152.0	224305152.0
case-500	query hasa	3	500	1401	30534	2.75	224436224.0	224436224.0
case-500	query hasa	4	500	1401	30534	2.64	224546816.0	224546816.0
case-500	query hasa	5	500	1401	30534	2.79	224268288.0	224268288.0
case-500	query hasa	6	500	1401	30534	2.81	224407552.0	224407552.0
case-500	query hasa	7	500	1401	30534	2.85	224911360.0	224911360.0
case-500	query hasa	8	500	1401	30534	2.62	224534528.0	224534528.0
case-500	query hasa	9	500	1401	30534	2.86	224378880.0	224378880.0
case-500	query hasa	10	500	1401	30534	2.66	224505856.0	224505856.0
case-500	query isa	1	500	1401	30534	2.69	221270016.0	221270016.0
case-500	query isa	2	500	1401	30534	2.82	221605888.0	221605888.0
case-500	query isa	3	500	1401	30534	2.61	220876800.0	220876800.0
case-500	query isa	4	500	1401	30534	2.68	221814784.0	221814784.0
case-500	query isa	5	500	1401	30534	2.52	221265920.0	221265920.0
case-500	query isa	6	500	1401	30534	2.59	221618176.0	221618176.0
case-500	query isa	7	500	1401	30534	2.6	221147136.0	221147136.0
case-500	query isa	8	500	1401	30534	2.73	220741632.0	220741632.0
case-500	query isa	9	500	1401	30534	2.75	221892608.0	221892608.0
case-500	query isa	10	500	1401	30534	2.5300000000000002	221478912.0	221478912.0
case-500	query --summary	1	500	1401	30534	2.61	223408128.0	223408128.0
case-500	query --summary	2	500	1401	30534	2.6	223129600.0	223129600.0
case-500	query --summary	3	500	1401	30534	2.7800000000000002	223993856.0	223993856.0
case-500	query --summary	4	500	1401	30534	2.77	223494144.0	223494144.0
case-500	query --summary	5	500	1401	30534	2.81	223604736.0	223604736.0
case-500	query --summary	6	500	1401	30534	2.76	223678464.0	223678464.0
case-500	query --summary	7	500	1401	30534	2.7800000000000002	223793152.0	223793152.0
case-500	query --summary	8	500	1401	30534	2.81	224329728.0	224329728.0
case-500	query --summary	9	500	1401	30534	2.79	223715328.0	223715328.0
case-500	query --summary	10	500	1401	30534	2.86	223182848.0	223182848.0
case-500	query --features-summary	1	500	1401	30534	3.0	231727104.0	231727104.0
case-500	query --features-summary	2	500	1401	30534	2.93	232026112.0	232026112.0
case-500	query --features-summary	3	500	1401	30534	2.98	231718912.0	231718912.0
case-500	query --features-summary	4	500	1401	30534	2.94	232427520.0	232427520.0
case-500	query --features-summary	5	500	1401	30534	2.93	231792640.0	231792640.0
case-500	query --features-summary	6	500	1401	30534	2.9699999999999998	231583744.0	231583744.0
case-500	query --features-summary	7	500	1401	30534	2.88	232153088.0	232153088.0
case-500	query --features-summary	8	500	1401	30534	2.94	232132608.0	232132608.0
case-500	query --features-summary	9	500	1401	30534	3.02	231477248.0	231477248.0
case-500	query --features-summary	10	500	1401	30534	2.76	231931904.0	231931904.0
case-500	list samples	1	500	1401	30534	2.7800000000000002	221040640.0	221040640.0
case-500	list samples	2	500	1401	30534	2.69	221302784.0	221302784.0
case-500	list samples	3	500	1401	30534	2.82	221233152.0	221233152.0
case-500	list samples	4	500	1401	30534	2.75	221224960.0	221224960.0
case-500	list samples	5	500	1401	30534	2.7800000000000002	221093888.0	221093888.0
case-500	list samples	6	500	1401	30534	2.68	220753920.0	220753920.0
case-500	list samples	7	500	1401	30534	2.51	221147136.0	221147136.0
case-500	list samples	8	500	1401	30534	2.5300000000000002	221573120.0	221573120.0
case-500	list samples	9	500	1401	30534	2.69	221609984.0	221609984.0
case-500	list samples	10	500	1401	30534	2.6	221306880.0	221306880.0
case-500	query isin	1	500	1401	30534	2.66	222900224.0	222900224.0
case-500	query isin	2	500	1401	30534	2.87	222978048.0	222978048.0
case-500	query isin	3	500	1401	30534	2.92	222928896.0	222928896.0
case-500	query isin	4	500	1401	30534	2.99	222830592.0	222830592.0
case-500	query isin	5	500	1401	30534	2.65	222736384.0	222736384.0
case-500	query isin	6	500	1401	30534	2.7199999999999998	222535680.0	222535680.0
case-500	query isin	7	500	1401	30534	2.82	222617600.0	222617600.0
case-500	query isin	8	500	1401	30534	2.94	222691328.0	222691328.0
case-500	query isin	9	500	1401	30534	2.84	222732288.0	222732288.0
case-500	query isin	10	500	1401	30534	2.83	223309824.0	223309824.0
